isogroup28559	GO:0005929
isogroup127737	GO:0016021;GO:0006915;GO:0042981
isogroup267534	GO:0005737;GO:0005654;GO:0003677;GO:0046872;GO:0046983;GO:0000981;GO:0008285;GO:0006950;GO:0007165
isogroup160603	GO:0008234
isogroup66734	GO:0005789;GO:0016021;GO:0005886;GO:0000247;GO:0047750;GO:0016126
isogroup149993	GO:0005758;GO:0005654;GO:0043234;GO:1990050;GO:0006915;GO:0043066;GO:0010917;GO:0090201;GO:1901857;GO:0010950;GO:2001140;GO:0070234;GO:0097035;GO:0051881;GO:0045580
isogroup7623	GO:0005829;GO:0016020;GO:0005886;GO:0042802;GO:0036312;GO:0032869;GO:0014068;GO:0050727;GO:0043549;GO:0042325;GO:0034134;GO:0034142;GO:0034154;GO:0034162;GO:0031929
isogroup11425	GO:0010008;GO:0070062;GO:0016021
isogroup106262	GO:0005737;GO:0005634;GO:0000943;GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523;GO:0008270;GO:0015074;GO:0006310;GO:0032197
isogroup19430	GO:0070062;GO:0016020;GO:0005739;GO:0043209;GO:0005634;GO:0045252;GO:0004149;GO:0033512;GO:0006099
isogroup98813	GO:0005739;GO:0000784;GO:0005657;GO:0005524;GO:0043141;GO:0033682;GO:0000287;GO:0017116;GO:0010521;GO:0042162;GO:0006310;GO:0006281;GO:0006260;GO:0044806;GO:0000002;GO:0051974;GO:0032211;GO:0032204;GO:0000723
isogroup27319	GO:0000777;GO:0000786;GO:0005634;GO:0003677;GO:0046982
isogroup13488	GO:0005813;GO:0036064;GO:0097542;GO:0005881;GO:0005829;GO:0031234;GO:0030496;GO:0048471;GO:0005819;GO:1990380;GO:0061578;GO:0070064;GO:0019901;GO:0004843;GO:0008270;GO:0043369;GO:0048872;GO:0045087;GO:0070266;GO:0090090;GO:0042347;GO:0032088;GO:0045581;GO:1903829;GO:2001238;GO:0045582;GO:0050862;GO:0070536;GO:1990108;GO:0045577;GO:1902017;GO:2001242;GO:0070507;GO:0007346;GO:0043393;GO:0010803;GO:1901026;GO:0006511;GO:0016055
isogroup54291	GO:0005737;GO:0005829;GO:0005634;GO:0032947;GO:0006915;GO:0001942;GO:0035329;GO:0060575;GO:0030216;GO:0060487;GO:0060044;GO:0050680;GO:0043065;GO:0045600;GO:0051091;GO:0050821;GO:0046620;GO:2000036;GO:0060412
isogroup127219	GO:0080008;GO:0005737;GO:0005829;GO:0019005;GO:0019901;GO:0004842;GO:0043161;GO:0000209;GO:0016567;GO:0010824;GO:0007088;GO:0031146
isogroup41045	GO:0005737;GO:0005634;GO:0004198;GO:0006508
isogroup204644	GO:0030424;GO:0009986;GO:0016021;GO:0005887;GO:0016020;GO:0043005;GO:0005886;GO:0005332;GO:0046872;GO:0005328;GO:0007268;GO:0051939;GO:0015812;GO:0007612;GO:0032229;GO:0014054;GO:0051260;GO:0051592;GO:0042220;GO:0032355;GO:0010288;GO:0014074;GO:0009744;GO:0009636;GO:0006810
isogroup154382	GO:0005737;GO:0005856;GO:0031258;GO:0030036;GO:0035556
isogroup3728	GO:0009986;GO:0005615;GO:0005509;GO:0030154;GO:0045880;GO:0051291;GO:0051260
isogroup211739	GO:0005615;GO:0005125;GO:0008083;GO:0046982;GO:0042803;GO:0030509;GO:0051216;GO:0045168;GO:0007368;GO:0048264;GO:0060030;GO:0009950;GO:0048703;GO:0090008;GO:0001889;GO:0021703;GO:0001710;GO:0042664;GO:0022008;GO:0030903;GO:0001503;GO:0061131;GO:0030513;GO:0006461;GO:0060876;GO:0055015
isogroup143463	GO:0016021;GO:0030534;GO:0048149;GO:0035264
isogroup207	GO:0005840;GO:0003735;GO:0006412
isogroup204768	GO:0005730;GO:0005524;GO:0017178;GO:0017183;GO:1903955;GO:0031647
isogroup43853	GO:0001669;GO:0000777;GO:0005829;GO:0070062;GO:0016604;GO:0005654;GO:0005634;GO:0001675;GO:0008608;GO:0051301;GO:0034080;GO:0010923;GO:0034501;GO:0007062;GO:0071173
isogroup190614	GO:0016324;GO:0009986;GO:0070062;GO:0016021;GO:0016020;GO:0005886;GO:0005524;GO:0042626;GO:0099038;GO:0090554;GO:0090555;GO:0005215;GO:0008559;GO:0099040;GO:0000086;GO:0045332;GO:1901529;GO:2001225;GO:0047484;GO:0042493;GO:0072089;GO:0055085;GO:0006810
isogroup28762	GO:0070062;GO:0005524
isogroup206675	GO:0005829;GO:0005634;GO:0032797;GO:0034719;GO:0005524;GO:0004004;GO:0003677;GO:0010501;GO:0000387
isogroup60525	GO:0000785;GO:0000775;GO:0005634;GO:0046872;GO:0007049;GO:0051301;GO:0034080;GO:0007059
isogroup29648	GO:0030425;GO:0097447;GO:0005789;GO:0016021;GO:0043025;GO:0102336;GO:0102337;GO:0102338;GO:0009922;GO:0034625;GO:0034626;GO:0019367;GO:0006636;GO:0042761
isogroup24994	GO:0005813;GO:0005737;GO:0030496;GO:0000922;GO:0007049;GO:0051301;GO:0007346
isogroup168629	GO:0044295;GO:0005929;GO:0005737;GO:0030425;GO:0044294;GO:0016021;GO:0043025;GO:0005886;GO:0014069;GO:0008144;GO:0004930;GO:0048846;GO:0003140;GO:0021561;GO:0048853;GO:0001947;GO:0072285;GO:0007494;GO:0043392;GO:0010629;GO:0031102;GO:0001649;GO:0033687;GO:0090190;GO:0010628;GO:0007228;GO:0010033;GO:0009611;GO:0007224;GO:0061053;GO:0007283
isogroup164107	GO:0016021;GO:0043231;GO:0015020;GO:0008194;GO:0071412;GO:0008152
isogroup5084	GO:0016021;GO:0005765;GO:0031982;GO:0046624;GO:0001569;GO:0003319;GO:0003143;GO:0048703;GO:0061035;GO:0003376;GO:0055085;GO:0001944
isogroup13891	GO:0016538;GO:0007049;GO:0051301
isogroup29897	GO:0031429;GO:0005732;GO:0034513;GO:0030515;GO:0000469;GO:0000470;GO:0031118;GO:0031120;GO:0006412
isogroup10836	GO:0016021;GO:0050839;GO:0004725;GO:0005102;GO:0007157;GO:0046426;GO:0030182;GO:0050775;GO:0097105;GO:0050776
isogroup181797	GO:0005681;GO:0089701;GO:0003677;GO:0046872;GO:0030628;GO:0000398
isogroup206785	GO:0004252
isogroup3867	GO:0005576;GO:0048471;GO:0005509;GO:0008201;GO:0060346;GO:0007160;GO:0003417;GO:0043931
isogroup16944	GO:0031143;GO:0003779;GO:0005522;GO:0017048;GO:0070060;GO:0030041;GO:0046956
isogroup17659	GO:0016021;GO:0004930;GO:0007166;GO:0007186
isogroup56658	GO:0022627;GO:0003729;GO:0043022;GO:0003743;GO:0000049;GO:0006417;GO:0006413
isogroup44514	GO:0072562;GO:0005623;GO:0070062;GO:0005509;GO:0070051;GO:0005102;GO:0004252;GO:0070053;GO:0006953;GO:0007166;GO:0042730;GO:0048712;GO:0045861;GO:0030168;GO:0030194;GO:0030307;GO:0008284;GO:0032967;GO:0090218;GO:0014068;GO:1900738;GO:1900182;GO:0001934;GO:2000379;GO:0051281;GO:0051258;GO:0006508;GO:0008360;GO:0010468
isogroup299285	GO:0005788;GO:0017057;GO:0047936;GO:0004345;GO:0050661;GO:0006006;GO:0006098
isogroup151411	GO:0005788;GO:0052689
isogroup404280	GO:0016323;GO:0009986;GO:0005615;GO:0016021;GO:0005887;GO:0005765;GO:0005886;GO:0050656;GO:0005524;GO:0005509;GO:0005158;GO:0035529;GO:0003676;GO:0047429;GO:0004551;GO:0004528;GO:0030247;GO:0042803;GO:0005044;GO:0008270;GO:0050427;GO:0031214;GO:0030643;GO:0032869;GO:0006091;GO:0006955;GO:0030505;GO:0030308;GO:0045599;GO:0046325;GO:0045719;GO:0046627;GO:0031953;GO:0009143;GO:0006796;GO:0030500;GO:0006771;GO:0030730
isogroup361890	GO:0005789;GO:0016021;GO:0016020;GO:0008963;GO:0016757;GO:0003975;GO:0003976;GO:0019408;GO:0006489;GO:0006487;GO:0051259
isogroup337733	GO:0046872;GO:0070006
isogroup496245	
isogroup3237	GO:0070937;GO:0005829;GO:0005794;GO:0005743;GO:0005886;GO:0003677;GO:0003723;GO:0070966;GO:0006355
isogroup421483	GO:0005618;GO:0034081;GO:0004316;GO:0004315;GO:0000036;GO:0031177;GO:0071770;GO:0006633;GO:0055114;GO:0097041;GO:0097040
isogroup30355	GO:0000775;GO:0000781;GO:0005829;GO:0005794;GO:0000139;GO:0016604;GO:0000784;GO:0031965;GO:0005643;GO:0005654;GO:0000242;GO:0000922;GO:0042393;GO:0003950;GO:0008270;GO:0051301;GO:0007052;GO:0051028;GO:1904908;GO:1904357;GO:1904743;GO:0018105;GO:0018107;GO:0090263;GO:0051973;GO:1904355;GO:0032212;GO:0045944;GO:0006471;GO:0070213;GO:0016579;GO:0070198;GO:0070212;GO:0000209;GO:0015031;GO:0032210;GO:0051225;GO:0016055
isogroup13552	GO:0016021;GO:0005886;GO:0005215
isogroup87190	GO:0005737
isogroup364049	GO:0016021;GO:0003676;GO:0015074
isogroup298537	GO:0016021
isogroup372554	GO:0005712;GO:0001673;GO:0032300;GO:0005634;GO:0000795;GO:0005524;GO:0016887;GO:0019237;GO:0003682;GO:0030983;GO:0003696;GO:0003697;GO:0007144;GO:0007140;GO:0006298;GO:0008104;GO:0007131;GO:0007130
isogroup41085	GO:0016021
isogroup275673	GO:0000139;GO:0016021;GO:0045130;GO:0001517;GO:0005975;GO:0006790
isogroup294168	GO:0043231;GO:0016020;GO:0005886;GO:0051507;GO:0102203;GO:0080043;GO:0080044;GO:0102202;GO:0016906;GO:0005975;GO:0030259;GO:0048316;GO:0016126;GO:0016125
isogroup8948	GO:0016021;GO:0016020;GO:0005635;GO:0020037;GO:0005496;GO:0003707
isogroup10398	GO:0005737;GO:0006915
isogroup720725	GO:0005739
isogroup5054	GO:0070062;GO:0005576;GO:0005887;GO:0008233;GO:0004252;GO:0006508;GO:0007585
isogroup16078	GO:0051726;GO:0007283
isogroup42983	GO:0005887;GO:0005109;GO:0004842;GO:0008270;GO:0060070;GO:0090090;GO:2000051;GO:0030178;GO:0016567;GO:0072089;GO:0006511;GO:0038018;GO:0060071
isogroup253102	GO:0005737;GO:0005639;GO:0031490;GO:0004519;GO:0006974;GO:0070197;GO:0045950;GO:0006998;GO:2001022;GO:0006611;GO:1905456;GO:1905453
isogroup348030	GO:0005615;GO:0004181;GO:0008270
isogroup38409	GO:0005737;GO:0005634;GO:0005524;GO:0005516;GO:0004683;GO:0006954;GO:0035556;GO:0043066;GO:0018105;GO:0018107;GO:0043065;GO:0032793;GO:0010976;GO:0090023;GO:0050766;GO:0060267;GO:0050773;GO:0071622
isogroup127231	GO:0005581;GO:0005576;GO:0005578;GO:0007155
isogroup415195	GO:0016021;GO:0005743;GO:0005739;GO:0005777;GO:0034614;GO:0032836;GO:0042592;GO:0048839;GO:0000002;GO:2000377
isogroup139298	GO:0016021;GO:0005886;GO:0016500
isogroup469730	GO:0016021;GO:0008514
isogroup88318	GO:0005887;GO:0015173;GO:0015349
isogroup415	GO:0009897;GO:0070062;GO:0016021;GO:0030246;GO:0019863;GO:0046872;GO:0002925;GO:0051712;GO:0051000;GO:0051770
isogroup538782	GO:0005783;GO:0005615;GO:1903561;GO:0005794;GO:0016020;GO:0031091;GO:0005507;GO:0008015;GO:0007596;GO:0030168;GO:0032571
isogroup423482	GO:0030425;GO:0016021;GO:0005886;GO:0005509;GO:0000904;GO:0007156;GO:2000171;GO:0001764;GO:0010842
isogroup91201	GO:0005578;GO:0046872;GO:0007155
isogroup207729	GO:0016235;GO:0005829;GO:0005654;GO:0005634;GO:0004864;GO:0007166;GO:0016569;GO:0006336
isogroup11941	GO:0005930;GO:0060170;GO:0005929;GO:0031514;GO:0005525;GO:0060271;GO:0007368;GO:0009953;GO:0021943;GO:0001947;GO:0021830;GO:0070986;GO:0021532;GO:1905515;GO:0010226;GO:0007264;GO:0007224
isogroup59178	GO:0005634;GO:0046872;GO:0004518
isogroup74100	GO:0005789;GO:0016765;GO:0006489;GO:0016094;GO:0006486
isogroup497566	GO:0005737;GO:0005783;GO:0005789;GO:0000139;GO:0016021;GO:0043231;GO:0005739;GO:0005635;GO:0031201;GO:0005484;GO:0006915;GO:0006914;GO:0016320;GO:0007029;GO:0015031;GO:0016192
isogroup96875	GO:0005739;GO:0005730;GO:0005525;GO:0003924;GO:0000287;GO:0003723;GO:0042254
isogroup14208	GO:0005783;GO:0070062;GO:0005615;GO:0043231;GO:0005764;GO:0016020;GO:0004566;GO:0016787;GO:0019904;GO:0005102;GO:0005975
isogroup18887	GO:0005829;GO:0005730;GO:0005634;GO:0004842;GO:0008270;GO:0070936;GO:0006511
isogroup35048	GO:0005737;GO:0005886;GO:0052629;GO:0004438;GO:0042803;GO:0004725;GO:0046856
isogroup257973	GO:0005840;GO:0003723;GO:0003735;GO:0006412
isogroup125336	GO:0016021;GO:0004377
isogroup426588	GO:0030054;GO:0016021;GO:0005886;GO:0045202;GO:0042802;GO:0007156;GO:0010842;GO:0007416
isogroup40257	GO:0016021;GO:0043025;GO:0097730;GO:0005886;GO:0005216;GO:0050896
isogroup480967	GO:0004527;GO:0003676;GO:0008270
isogroup668647	GO:0005887;GO:0031224;GO:0005242;GO:0010107;GO:0006813;GO:0051289
isogroup506065	GO:0003676;GO:0008270;GO:0015074
isogroup1103	GO:0005737;GO:0019904
isogroup20975	GO:0000139;GO:0016021;GO:0008643
isogroup16893	
isogroup6086	GO:0005737;GO:0016607;GO:0043274;GO:0003723;GO:1990825;GO:0008286;GO:0006397;GO:0051028;GO:0048024;GO:0008380
isogroup1055	GO:0005615;GO:0005578;GO:0004175;GO:0004222;GO:0008270;GO:0007596;GO:0071346;GO:0071353;GO:0071222;GO:0071356;GO:0043171;GO:0006508;GO:0014075;GO:0035864;GO:0009636
isogroup67349	GO:0003676;GO:0008270;GO:0015074
isogroup298072	GO:0005829;GO:0005654;GO:0005634;GO:0046872;GO:0061630;GO:0006915;GO:0032480;GO:0043161;GO:0070936;GO:0050691;GO:0032648;GO:0016032
isogroup22316	GO:0071944;GO:0005737;GO:0005856;GO:0005829;GO:0005783;GO:0005794;GO:0005739;GO:0005634;GO:0048471;GO:0005886;GO:0071889;GO:0003785;GO:0005524;GO:0004699;GO:0008047;GO:0019899;GO:0035276;GO:0046872;GO:0004697;GO:0004674;GO:0030546;GO:0004871;GO:0007202;GO:0006915;GO:0007155;GO:0007049;GO:0051301;GO:0071361;GO:0071456;GO:0071380;GO:0038096;GO:0035556;GO:0031663;GO:0035641;GO:0002281;GO:0031397;GO:2000650;GO:0018105;GO:0030168;GO:0030838;GO:0010811;GO:2001031;GO:0032467;GO:0010634;GO:0010763;GO:0043123;GO:0032024;GO:0050996;GO:0043410;GO:0070257;GO:1903078;GO:0032230;GO:0090303;GO:0006468;GO:0061178;GO:0050730;GO:0051279;GO:0051209;GO:0043278;GO:0007165;GO:0035669
isogroup11509	GO:0009986;GO:0005794;GO:0005887;GO:0097708;GO:0016020;GO:0005654;GO:0005886;GO:0098797;GO:0070700;GO:0045296;GO:0039706;GO:0004872;GO:0038023;GO:0007411;GO:0007155;GO:0055072;GO:0007520;GO:0048681;GO:0050709;GO:0001764;GO:0030513;GO:0051149;GO:0048679;GO:2001222;GO:0006355
isogroup177559	GO:0005737;GO:0005524;GO:0004674;GO:0017148
isogroup94448	GO:0005737;GO:0051087;GO:0070286;GO:0003341;GO:0030317
isogroup450909	GO:0042802;GO:0042803;GO:0004766;GO:0008295
isogroup654541	GO:0031225;GO:0005576;GO:0005886
isogroup34655	GO:0005829;GO:0030552;GO:0007283
isogroup2	GO:0005739;GO:0043457
isogroup76736	
isogroup414646	GO:0005737;GO:0005654;GO:0003677;GO:0046872;GO:0046983;GO:0000981;GO:0008285;GO:0006950;GO:0007165
isogroup27730	GO:0031410;GO:0016021;GO:0048770;GO:0005886;GO:0098793;GO:1905948;GO:0005524;GO:0042626;GO:0005395;GO:0008558;GO:0031409;GO:0005430;GO:0004888;GO:0015842;GO:0042401;GO:0070731;GO:0048072;GO:0042441;GO:0006856;GO:0042332;GO:0051615;GO:0008049;GO:0007613;GO:0006727;GO:0055085
isogroup401334	GO:0016787;GO:0008270
isogroup279603	GO:0005737;GO:0005829;GO:0005794;GO:0005902;GO:0005739;GO:0005634;GO:0005886;GO:0090575;GO:0019899;GO:0016491;GO:0071560;GO:0097191;GO:0072332;GO:0030178;GO:0001649;GO:2001238;GO:2001241;GO:0045944;GO:0048705;GO:0006366;GO:0016055
isogroup19631	GO:0016021;GO:0008250;GO:0004579;GO:0043687;GO:0006487;GO:0018279
isogroup161775	GO:0000785;GO:0005634;GO:0019005;GO:0043138;GO:0005524;GO:0004003;GO:0003678;GO:0015616;GO:0003690;GO:0003697;GO:0008219;GO:0006974;GO:0000737;GO:0000724;GO:0035562;GO:2000042;GO:1902231;GO:0001934;GO:0016567;GO:0031297;GO:0048478;GO:0072429
isogroup4306	GO:0005694;GO:0005737;GO:0005815;GO:0005730;GO:0003723;GO:0061630;GO:0004842;GO:0008270;GO:0006974;GO:0006260;GO:0048568;GO:0001701;GO:0006397;GO:0035264;GO:0042787;GO:0006275;GO:0061053
isogroup8215	GO:1990483;GO:0031618;GO:0005634;GO:0033698;GO:0032221;GO:0001106;GO:0007049;GO:0051301;GO:0006338;GO:0030702;GO:0016575;GO:0000122;GO:0006351
isogroup8939	GO:0005634;GO:1900052;GO:0006355
isogroup156	GO:0022627;GO:0003735;GO:0006412
isogroup53083	GO:0005887;GO:0015173;GO:0015349
isogroup397796	GO:0005737;GO:0005829;GO:0005634;GO:0000151;GO:0050681;GO:0031624;GO:0061630;GO:0019787;GO:0008270;GO:0032436;GO:0045893;GO:0000209;GO:0042787;GO:0060765;GO:0006355;GO:0007165;GO:0006351
isogroup284483	GO:0005615;GO:0005578;GO:0005109;GO:0045165;GO:0070307;GO:0030182;GO:0016055
isogroup25493	GO:0005096
isogroup151712	GO:0005737;GO:0003712;GO:0006805
isogroup110548	GO:0005604;GO:0005938;GO:0030054;GO:0032154;GO:0005509;GO:0030335;GO:0050896;GO:0006939
isogroup4703	
isogroup201334	GO:0005576;GO:0015485;GO:0000287;GO:0032934;GO:0015918
isogroup74110	GO:0006950
isogroup12988	GO:0016021;GO:0005886;GO:0048185;GO:0005524;GO:0034711;GO:0046872;GO:0004702;GO:0004675;GO:0006468;GO:0019953
isogroup77241	GO:0000124;GO:0019899;GO:0010485;GO:0030374;GO:0004843;GO:0003713;GO:0008270;GO:0007049;GO:0016578;GO:0016574;GO:0045931;GO:0045893;GO:0016579;GO:0006351;GO:0006511
isogroup40639	GO:0035631;GO:0005938;GO:0005737;GO:0009898;GO:0005829;GO:0010008;GO:0005811;GO:0005634;GO:0048471;GO:0005886;GO:0043234;GO:0042826;GO:0042802;GO:0031435;GO:0043422;GO:0019901;GO:0047485;GO:0031996;GO:0005164;GO:0031624;GO:0061630;GO:0031625;GO:0004842;GO:0008270;GO:0000187;GO:0007250;GO:0032147;GO:0019886;GO:0045453;GO:0048468;GO:0006974;GO:0071222;GO:0038095;GO:0007249;GO:0070498;GO:0007254;GO:0031293;GO:0002755;GO:0002756;GO:0043011;GO:0043066;GO:0000122;GO:0045892;GO:0001843;GO:0070423;GO:0042475;GO:0001503;GO:0030316;GO:0043065;GO:0043123;GO:0045084;GO:0032743;GO:0045410;GO:0043507;GO:0031666;GO:0051092;GO:0045672;GO:0031398;GO:0051091;GO:0048661;GO:0050870;GO:0002726;GO:0042102;GO:0045944;GO:2000679;GO:0051865;GO:0006461;GO:0016579;GO:0070534;GO:0000209;GO:0051023;GO:0070555;GO:0002223;GO:0050852;GO:0042088;GO:0034162;GO:0002224
isogroup86460	GO:0005887;GO:0005524;GO:0042626;GO:0007275;GO:0055085
isogroup34222	GO:0030659;GO:0005829;GO:0005783;GO:0005768;GO:0070062;GO:0000139;GO:0005887;GO:0005739;GO:0031201;GO:0045296;GO:0019706;GO:0005484;GO:0000149;GO:0006888;GO:0006887;GO:0015031;GO:0042147;GO:0006904;GO:0006906;GO:0006903
isogroup317364	GO:0016323;GO:0005887;GO:0016020;GO:0005886;GO:0031088;GO:0016404;GO:0005524;GO:0015662;GO:0042626;GO:0043225;GO:0060271;GO:0002576;GO:0048661;GO:0032310;GO:0042493;GO:0014070;GO:0010243;GO:0055085
isogroup481548	GO:0016324;GO:0016021;GO:0005887;GO:0005739;GO:0045296;GO:0005509;GO:0050839;GO:0004872;GO:0016339;GO:0000904;GO:0008283;GO:0044331;GO:0045317;GO:0048105;GO:0045198;GO:0001737;GO:0042067;GO:0001736;GO:0007164;GO:0016336;GO:0007157;GO:0035329;GO:0007156;GO:0007446;GO:0007447;GO:0007476;GO:0090176;GO:0008285;GO:0010629;GO:0045926;GO:0045571;GO:0030178;GO:0016318;GO:0018149;GO:0035209;GO:0040008;GO:0045570;GO:0046620;GO:0032880;GO:0035159;GO:0016337;GO:0009888;GO:0035220
isogroup2193	GO:0005509
isogroup259962	GO:0005783;GO:0005811;GO:0016298;GO:0019915
isogroup65	GO:0005840;GO:0003735;GO:0006412
isogroup255234	GO:0005737
isogroup146596	GO:0005737;GO:0047964;GO:0051287
isogroup76786	GO:0005634;GO:0004519;GO:0003676;GO:0008233;GO:0003964;GO:0015074;GO:0006313
isogroup99339	
isogroup6572	GO:0016021;GO:0070890
isogroup11871	GO:0016021;GO:0005509;GO:0007160
isogroup258163	GO:0005615;GO:0016021;GO:0005654;GO:0005886;GO:0046872;GO:0004222;GO:0008237;GO:0017124;GO:0007155;GO:0007520
isogroup227250	GO:0016021;GO:0016020;GO:0007275;GO:0007520
isogroup112553	GO:0005737;GO:0005829;GO:0071204;GO:0030529;GO:0005730;GO:0005634;GO:0071207;GO:0003729;GO:0003723;GO:0044770;GO:0006398;GO:0051028;GO:0033260
isogroup15685	GO:0035578;GO:0005829;GO:0070062;GO:0005576;GO:0005794;GO:0043231;GO:0031982;GO:0008239;GO:0008236;GO:0043312
isogroup184014	GO:0034703;GO:0016021;GO:0005886;GO:0005262;GO:0005261;GO:0015276;GO:0097604;GO:0006816;GO:0006812;GO:0034605;GO:0001580;GO:0050968;GO:0050965;GO:0050960;GO:0007638;GO:0046957;GO:0023041;GO:0007602;GO:0050850;GO:0009408;GO:0009416;GO:0010378;GO:0040040;GO:0043052
isogroup686856	GO:0005737;GO:0005634;GO:0005524;GO:0005509;GO:0009931;GO:0005516;GO:0004683;GO:0030154;GO:0035556;GO:0007275;GO:0018105;GO:0046777;GO:0006468
isogroup40647	GO:0005576;GO:0005509;GO:0004222;GO:0008270;GO:0007378;GO:0009880;GO:0008586;GO:0007313;GO:0010629;GO:0030513;GO:0016485;GO:0006508;GO:0017015;GO:0007362;GO:0008293
isogroup159681	GO:0005737;GO:0005634;GO:0000943;GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523;GO:0008270;GO:0015074;GO:0006310;GO:0032197
isogroup23175	GO:0035869;GO:0005929;GO:0005829;GO:0005622;GO:0008289;GO:0060271;GO:0042953;GO:0030182
isogroup106564	GO:0005737;GO:0005829;GO:0003723;GO:0004842;GO:0008270;GO:0051607;GO:0032608;GO:0070534;GO:0032479;GO:0034340
isogroup35785	GO:0005737;GO:0005829;GO:0034709;GO:0005634;GO:0008327
isogroup44729	GO:0000139;GO:0017119;GO:0007030;GO:0048213;GO:0006891;GO:0015031;GO:0000301;GO:0006890
isogroup658249	GO:0030424;GO:0070852;GO:0005737;GO:0030425;GO:0005739;GO:0005634;GO:0051087;GO:0030544;GO:0070628;GO:0090084;GO:0006457
isogroup45130	GO:0030896;GO:0005737;GO:0005654;GO:0005634;GO:0008408;GO:0019899;GO:0008853;GO:0042826;GO:0019901;GO:0017124;GO:0006974;GO:0071479;GO:0000077;GO:0006281;GO:0006260;GO:0000076;GO:0031573;GO:1902231;GO:1901796
isogroup20557	GO:0015629;GO:0030054;GO:0030659;GO:0005794;GO:0000139;GO:0005886;GO:0005096;GO:0051683;GO:0051645;GO:0007030;GO:0051684;GO:0072384;GO:0043547;GO:0030100;GO:0007165
isogroup129583	GO:0034507;GO:0005737;GO:0035068;GO:0005634;GO:0016442;GO:0070578;GO:0005524;GO:0003677;GO:0003725;GO:0004521;GO:0004386;GO:0046872;GO:0035198;GO:0070883;GO:0019904;GO:0004525;GO:0003723;GO:0035197;GO:0048856;GO:0001525;GO:0048754;GO:0055013;GO:0061309;GO:0051216;GO:0008283;GO:0021987;GO:1990141;GO:0036404;GO:0033168;GO:0051607;GO:0048565;GO:0035116;GO:0030326;GO:0048730;GO:0061548;GO:0071335;GO:0001942;GO:0031069;GO:0060119;GO:0060576;GO:0030324;GO:0000212;GO:0035280;GO:0048255;GO:0035264;GO:0014835;GO:0060253;GO:0010626;GO:0000122;GO:0021675;GO:0048812;GO:0021889;GO:0032290;GO:0010628;GO:2000630;GO:0031643;GO:0014040;GO:0045944;GO:0009791;GO:0031054;GO:0035196;GO:0030422;GO:0051726;GO:0045595;GO:0070173;GO:0010468;GO:0050727;GO:2000628;GO:0010660;GO:0031641;GO:0050767;GO:0045664;GO:0008593;GO:0042487;GO:0048713;GO:0001932;GO:0045589;GO:0051252;GO:2000736;GO:0045069;GO:0048608;GO:0016246;GO:0090502;GO:0006396;GO:0016075;GO:0035087;GO:0021522;GO:0051225;GO:0048536;GO:0019827;GO:0030423;GO:0010070
isogroup74690	GO:0005509
isogroup37966	GO:0016021
isogroup73055	GO:0016740;GO:0009103
isogroup36332	GO:0005829;GO:0005783;GO:0005634;GO:0003676;GO:0008270
isogroup14162	GO:0005776;GO:0000421;GO:0031410;GO:0005829;GO:0012505;GO:0005874;GO:0031090;GO:0000932;GO:0031625;GO:0097352;GO:0016236
isogroup162339	GO:0071013;GO:0003676;GO:0000398
isogroup213985	GO:0031307;GO:0005743;GO:0005739;GO:0022857;GO:0006839
isogroup194701	GO:0005730;GO:0007219
isogroup67306	GO:0016021;GO:0005765;GO:0005764;GO:0055085
isogroup24559	GO:0016020;GO:0061617;GO:0005743;GO:0005739;GO:0043209;GO:0003723;GO:0042407;GO:0051560
isogroup24328	GO:0016607;GO:0005730;GO:0000932;GO:0000346;GO:0008327;GO:0003723;GO:0006406;GO:0032781;GO:0008284;GO:0051096;GO:0031062;GO:0006355;GO:0006351
isogroup307021	GO:0008234
isogroup282408	GO:0016324;GO:0005887;GO:0016020;GO:0005886;GO:0008422;GO:0017042;GO:0000016;GO:0005975;GO:1901657;GO:0044245
isogroup176018	GO:0005737;GO:0030529;GO:0005654;GO:0005634;GO:0090575;GO:0003677;GO:0003723;GO:0001837;GO:0000122;GO:0045893;GO:0006351
isogroup309419	GO:0005634;GO:0003677;GO:0008270
isogroup92488	GO:0005759;GO:0004521;GO:0003727;GO:0008270;GO:0090502
isogroup409562	GO:0005615;GO:0008083;GO:0005198;GO:0007586;GO:0042060
isogroup231420	GO:0001650;GO:0005730;GO:0003723
isogroup293484	GO:0016323;GO:0005887;GO:0016020;GO:0005886;GO:0031088;GO:0016404;GO:0005524;GO:0015662;GO:0042626;GO:0043225;GO:0060271;GO:0002576;GO:0048661;GO:0032310;GO:0042493;GO:0014070;GO:0010243;GO:0055085
isogroup188504	GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074
isogroup113094	GO:0042645;GO:0005739;GO:0043139;GO:0005524;GO:0003678;GO:0002020;GO:0003697;GO:0071333;GO:0006268;GO:0006264;GO:0034214;GO:0051260;GO:0006390
isogroup31807	GO:0005737;GO:0052657;GO:0004422;GO:0000287;GO:0000166;GO:0042803;GO:0046038;GO:0006178;GO:0046100;GO:0043103;GO:0046040;GO:0032264;GO:0045964;GO:0051289;GO:0006164;GO:0006166
