sym3_c0_seq1	sym3
sym236067_c0_seq117	sym236067
sym236067_c0_seq118	sym236067
sym236067_c0_seq120	sym236067
sym236067_c0_seq121	sym236067
sym236067_c0_seq123	sym236067
sym236067_c0_seq124	sym236067
sym236067_c0_seq125	sym236067
sym236067_c0_seq126	sym236067
sym236067_c0_seq128	sym236067
sym236067_c0_seq135	sym236067
sym236067_c0_seq136	sym236067
sym236067_c0_seq138	sym236067
sym236067_c0_seq140	sym236067
sym236067_c0_seq141	sym236067
sym236067_c0_seq142	sym236067
sym236067_c0_seq144	sym236067
sym236067_c0_seq145	sym236067
sym236067_c0_seq149	sym236067
sym236067_c0_seq150	sym236067
sym236067_c0_seq151	sym236067
sym236067_c0_seq154	sym236067
sym236080_c0_seq1	sym236080
sym236108_c1_seq1	sym236108
sym236108_c1_seq2	sym236108
sym236177_c0_seq1	sym236177
sym236177_c0_seq2	sym236177
sym236197_c0_seq1	sym236197
sym236202_c1_seq1	sym236202
sym236202_c1_seq2	sym236202
sym236202_c1_seq3	sym236202
sym236202_c1_seq4	sym236202
sym236202_c1_seq5	sym236202
sym236202_c1_seq6	sym236202
sym236209_c0_seq1	sym236209
sym236209_c0_seq2	sym236209
sym236213_c0_seq1	sym236213
sym236213_c0_seq2	sym236213
sym236213_c0_seq3	sym236213
sym236213_c0_seq4	sym236213
sym236213_c0_seq5	sym236213
sym236213_c0_seq7	sym236213
sym236213_c0_seq8	sym236213
sym236213_c0_seq9	sym236213
sym236213_c0_seq10	sym236213
sym236213_c0_seq11	sym236213
sym236213_c0_seq12	sym236213
sym236213_c0_seq13	sym236213
sym236213_c0_seq14	sym236213
sym236213_c0_seq15	sym236213
sym236213_c0_seq16	sym236213
sym236213_c0_seq17	sym236213
sym236213_c0_seq18	sym236213
sym236213_c0_seq19	sym236213
sym236213_c0_seq20	sym236213
sym236213_c0_seq21	sym236213
sym236213_c0_seq22	sym236213
sym236213_c0_seq23	sym236213
sym236213_c0_seq24	sym236213
sym236213_c0_seq25	sym236213
sym236213_c0_seq26	sym236213
sym236213_c0_seq27	sym236213
sym236213_c0_seq28	sym236213
sym236213_c0_seq29	sym236213
sym236213_c0_seq30	sym236213
sym236213_c0_seq31	sym236213
sym236213_c0_seq32	sym236213
sym236213_c0_seq33	sym236213
sym236213_c0_seq34	sym236213
sym236223_c0_seq1	sym236223
sym236230_c1_seq1	sym236230
sym236238_c0_seq1	sym236238
sym236238_c0_seq4	sym236238
sym236244_c0_seq2	sym236244
sym236244_c0_seq3	sym236244
sym236244_c0_seq4	sym236244
sym236244_c0_seq5	sym236244
sym236244_c0_seq6	sym236244
sym236251_c0_seq1	sym236251
sym236251_c0_seq2	sym236251
sym236251_c0_seq3	sym236251
sym236251_c0_seq4	sym236251
sym236251_c0_seq5	sym236251
sym236251_c0_seq7	sym236251
sym236264_c0_seq1	sym236264
sym236264_c0_seq2	sym236264
sym236264_c0_seq3	sym236264
sym236264_c0_seq4	sym236264
sym236264_c0_seq5	sym236264
sym236264_c0_seq6	sym236264
sym236300_c0_seq1	sym236300
sym236300_c0_seq2	sym236300
sym236300_c0_seq3	sym236300
sym236300_c0_seq4	sym236300
sym236335_c0_seq2	sym236335
sym236353_c0_seq2	sym236353
sym236365_c0_seq1	sym236365
sym236369_c1_seq19	sym236369
sym236372_c1_seq1	sym236372
sym236378_c1_seq1	sym236378
sym236378_c1_seq2	sym236378
sym236420_c0_seq1	sym236420
sym236420_c0_seq2	sym236420
sym236420_c0_seq3	sym236420
sym236420_c0_seq4	sym236420
sym236420_c0_seq5	sym236420
sym236420_c0_seq6	sym236420
sym236420_c0_seq7	sym236420
sym236420_c0_seq8	sym236420
sym236420_c0_seq9	sym236420
sym236420_c0_seq10	sym236420
sym236420_c0_seq11	sym236420
sym236420_c0_seq12	sym236420
sym236434_c0_seq1	sym236434
sym236441_c0_seq1	sym236441
sym236441_c1_seq1	sym236441
sym236443_c0_seq1	sym236443
sym236443_c0_seq3	sym236443
sym236472_c0_seq1	sym236472
sym236472_c0_seq2	sym236472
sym236472_c1_seq1	sym236472
sym236476_c0_seq1	sym236476
sym236481_c0_seq1	sym236481
sym236481_c0_seq2	sym236481
sym236481_c0_seq3	sym236481
sym236494_c0_seq4	sym236494
sym236494_c0_seq9	sym236494
sym236494_c0_seq11	sym236494
sym236494_c0_seq13	sym236494
sym236521_c0_seq1	sym236521
sym236521_c0_seq2	sym236521
sym236532_c0_seq1	sym236532
sym236533_c0_seq2	sym236533
sym236533_c0_seq4	sym236533
sym236533_c0_seq5	sym236533
sym236533_c0_seq6	sym236533
sym236533_c0_seq7	sym236533
sym236533_c0_seq8	sym236533
sym236540_c0_seq7	sym236540
sym236552_c0_seq1	sym236552
sym236552_c0_seq2	sym236552
sym236552_c0_seq3	sym236552
sym236585_c0_seq1	sym236585
sym236585_c0_seq2	sym236585
sym236585_c0_seq3	sym236585
sym236585_c0_seq4	sym236585
sym236585_c0_seq5	sym236585
sym236585_c0_seq6	sym236585
sym236585_c0_seq7	sym236585
sym236585_c0_seq8	sym236585
sym236604_c0_seq1	sym236604
sym236604_c0_seq2	sym236604
sym236623_c0_seq1	sym236623
sym236623_c1_seq1	sym236623
sym236627_c0_seq1	sym236627
sym236637_c0_seq1	sym236637
sym236643_c0_seq1	sym236643
sym236643_c0_seq2	sym236643
sym236643_c0_seq3	sym236643
sym236643_c0_seq4	sym236643
sym236643_c0_seq5	sym236643
sym236643_c0_seq6	sym236643
sym236643_c0_seq7	sym236643
sym236643_c0_seq8	sym236643
sym236643_c0_seq9	sym236643
sym236643_c0_seq10	sym236643
sym236643_c0_seq11	sym236643
sym236643_c0_seq12	sym236643
sym236643_c0_seq13	sym236643
sym236643_c0_seq14	sym236643
sym236643_c0_seq15	sym236643
sym236643_c0_seq16	sym236643
sym236643_c0_seq17	sym236643
sym236643_c0_seq18	sym236643
sym236643_c0_seq19	sym236643
sym236643_c0_seq20	sym236643
sym236643_c0_seq21	sym236643
sym236643_c0_seq22	sym236643
sym236643_c0_seq23	sym236643
sym236643_c0_seq24	sym236643
sym236643_c0_seq25	sym236643
sym236643_c0_seq26	sym236643
sym236643_c0_seq27	sym236643
sym236643_c0_seq28	sym236643
sym236643_c0_seq29	sym236643
sym236643_c0_seq30	sym236643
sym236643_c0_seq31	sym236643
sym236643_c0_seq32	sym236643
sym236643_c0_seq33	sym236643
sym236643_c0_seq34	sym236643
sym236643_c0_seq35	sym236643
sym236643_c0_seq36	sym236643
sym236643_c0_seq37	sym236643
sym236643_c0_seq38	sym236643
sym236643_c0_seq39	sym236643
sym236643_c0_seq40	sym236643
sym236643_c0_seq41	sym236643
sym236643_c0_seq42	sym236643
sym236643_c0_seq43	sym236643
sym236643_c0_seq44	sym236643
sym236643_c0_seq45	sym236643
sym236643_c0_seq46	sym236643
sym236643_c0_seq47	sym236643
sym236643_c0_seq48	sym236643
sym236643_c0_seq49	sym236643
sym236643_c0_seq50	sym236643
sym236643_c0_seq51	sym236643
sym236643_c0_seq52	sym236643
sym236643_c0_seq53	sym236643
sym236643_c0_seq54	sym236643
sym236643_c0_seq55	sym236643
sym236643_c0_seq56	sym236643
sym236643_c0_seq57	sym236643
sym236643_c0_seq58	sym236643
sym236643_c0_seq59	sym236643
sym236643_c0_seq60	sym236643
sym236643_c0_seq61	sym236643
sym236643_c0_seq62	sym236643
sym236643_c0_seq63	sym236643
sym236643_c0_seq64	sym236643
sym236643_c0_seq65	sym236643
sym236643_c0_seq66	sym236643
sym236643_c0_seq67	sym236643
sym236643_c0_seq68	sym236643
sym236643_c0_seq69	sym236643
sym236643_c0_seq70	sym236643
sym236643_c0_seq71	sym236643
sym236643_c0_seq72	sym236643
sym236643_c0_seq73	sym236643
sym236643_c0_seq74	sym236643
sym236643_c0_seq75	sym236643
sym236643_c0_seq76	sym236643
sym236643_c0_seq77	sym236643
sym236643_c0_seq78	sym236643
sym236643_c0_seq79	sym236643
sym236643_c0_seq80	sym236643
sym236643_c0_seq81	sym236643
sym236643_c0_seq82	sym236643
sym236643_c0_seq83	sym236643
sym236643_c0_seq84	sym236643
sym236643_c0_seq85	sym236643
sym236643_c0_seq86	sym236643
sym236643_c0_seq87	sym236643
sym236643_c0_seq88	sym236643
sym236643_c0_seq89	sym236643
sym236643_c0_seq90	sym236643
sym236643_c0_seq91	sym236643
sym236643_c0_seq92	sym236643
sym236643_c0_seq93	sym236643
sym236643_c0_seq94	sym236643
sym236643_c0_seq95	sym236643
sym236643_c0_seq96	sym236643
sym236643_c0_seq97	sym236643
sym236643_c0_seq98	sym236643
sym236643_c0_seq99	sym236643
sym236643_c0_seq100	sym236643
sym236643_c0_seq101	sym236643
sym236643_c0_seq102	sym236643
sym236643_c0_seq103	sym236643
sym236643_c0_seq104	sym236643
sym236643_c0_seq105	sym236643
sym236643_c0_seq106	sym236643
sym236643_c0_seq107	sym236643
sym236643_c0_seq108	sym236643
sym236643_c0_seq109	sym236643
sym236643_c0_seq110	sym236643
sym236643_c0_seq111	sym236643
sym236643_c0_seq112	sym236643
sym236643_c0_seq113	sym236643
sym236643_c0_seq114	sym236643
sym236643_c0_seq115	sym236643
sym236643_c0_seq116	sym236643
sym236643_c0_seq117	sym236643
sym236643_c0_seq118	sym236643
sym236643_c0_seq119	sym236643
sym236643_c0_seq120	sym236643
sym236643_c0_seq121	sym236643
sym236643_c0_seq122	sym236643
sym236643_c0_seq123	sym236643
sym236643_c0_seq124	sym236643
sym236643_c0_seq125	sym236643
sym236643_c0_seq126	sym236643
sym236643_c0_seq127	sym236643
sym236643_c0_seq128	sym236643
sym236643_c0_seq129	sym236643
sym236643_c0_seq130	sym236643
sym236643_c0_seq131	sym236643
sym236643_c0_seq132	sym236643
sym236643_c0_seq133	sym236643
sym236643_c0_seq134	sym236643
sym236643_c0_seq135	sym236643
sym236643_c0_seq136	sym236643
sym236643_c0_seq137	sym236643
sym236643_c0_seq138	sym236643
sym236643_c0_seq139	sym236643
sym236643_c0_seq140	sym236643
sym236643_c0_seq141	sym236643
sym236643_c0_seq142	sym236643
sym236643_c0_seq143	sym236643
sym236643_c0_seq144	sym236643
sym236643_c0_seq145	sym236643
sym236643_c0_seq146	sym236643
sym236643_c0_seq147	sym236643
sym236643_c0_seq148	sym236643
sym236643_c0_seq149	sym236643
sym236661_c0_seq1	sym236661
sym236661_c1_seq1	sym236661
sym236661_c1_seq3	sym236661
sym236661_c1_seq5	sym236661
sym236661_c1_seq7	sym236661
sym236664_c0_seq1	sym236664
sym236680_c1_seq1	sym236680
sym236680_c1_seq2	sym236680
sym236680_c1_seq3	sym236680
sym236680_c1_seq4	sym236680
sym236680_c1_seq5	sym236680
sym236680_c1_seq6	sym236680
sym236680_c1_seq9	sym236680
sym236680_c1_seq10	sym236680
sym236692_c0_seq1	sym236692
sym236692_c0_seq2	sym236692
sym236705_c0_seq1	sym236705
sym236719_c0_seq2	sym236719
sym236719_c0_seq8	sym236719
sym236719_c0_seq9	sym236719
sym236719_c0_seq10	sym236719
sym236732_c0_seq1	sym236732
sym236732_c0_seq2	sym236732
sym236732_c0_seq3	sym236732
sym236732_c0_seq9	sym236732
sym236732_c0_seq18	sym236732
sym236732_c0_seq20	sym236732
sym236732_c0_seq21	sym236732
sym236732_c0_seq22	sym236732
sym236732_c0_seq24	sym236732
sym236760_c0_seq1	sym236760
sym236760_c0_seq2	sym236760
sym236764_c0_seq1	sym236764
sym236764_c0_seq2	sym236764
sym236764_c0_seq3	sym236764
sym236764_c0_seq4	sym236764
sym236764_c0_seq5	sym236764
sym236764_c0_seq6	sym236764
sym236764_c0_seq7	sym236764
sym236764_c0_seq8	sym236764
sym236764_c0_seq9	sym236764
sym236764_c0_seq10	sym236764
sym236764_c0_seq11	sym236764
sym236764_c0_seq12	sym236764
sym236764_c0_seq13	sym236764
sym236764_c0_seq14	sym236764
sym236764_c0_seq15	sym236764
sym236764_c0_seq16	sym236764
sym236774_c0_seq1	sym236774
sym236774_c0_seq2	sym236774
sym236804_c0_seq1	sym236804
sym236807_c0_seq1	sym236807
sym236819_c0_seq1	sym236819
sym236819_c0_seq4	sym236819
sym236821_c0_seq1	sym236821
sym236841_c0_seq1	sym236841
sym236841_c0_seq2	sym236841
sym236841_c0_seq3	sym236841
sym236841_c0_seq4	sym236841
sym236853_c1_seq1	sym236853
sym236853_c1_seq2	sym236853
sym236868_c2_seq6	sym236868
sym236868_c2_seq9	sym236868
sym236868_c2_seq11	sym236868
sym236873_c0_seq1	sym236873
sym236909_c0_seq1	sym236909
sym236909_c0_seq2	sym236909
sym236909_c0_seq3	sym236909
sym236909_c0_seq4	sym236909
sym236909_c0_seq5	sym236909
sym236909_c0_seq6	sym236909
sym236921_c0_seq1	sym236921
sym236931_c0_seq1	sym236931
sym236931_c0_seq2	sym236931
sym236931_c0_seq3	sym236931
sym236931_c0_seq4	sym236931
sym236949_c0_seq1	sym236949
sym236950_c0_seq1	sym236950
sym236975_c0_seq3	sym236975
sym236975_c0_seq7	sym236975
sym237012_c0_seq1	sym237012
sym237012_c0_seq3	sym237012
sym237028_c0_seq1	sym237028
sym237050_c0_seq1	sym237050
sym237071_c1_seq1	sym237071
sym237071_c1_seq2	sym237071
sym237083_c0_seq1	sym237083
sym237101_c0_seq1	sym237101
sym237101_c0_seq2	sym237101
sym237116_c0_seq1	sym237116
sym237116_c0_seq2	sym237116
sym237116_c0_seq3	sym237116
sym237157_c0_seq1	sym237157
sym237157_c0_seq2	sym237157
sym237157_c0_seq3	sym237157
sym237184_c0_seq63	sym237184
sym237184_c0_seq64	sym237184
sym237184_c0_seq77	sym237184
sym237184_c0_seq87	sym237184
sym237184_c0_seq129	sym237184
sym237188_c0_seq2	sym237188
sym237188_c0_seq3	sym237188
sym237188_c0_seq4	sym237188
sym237188_c0_seq7	sym237188
sym237188_c0_seq10	sym237188
sym237188_c0_seq31	sym237188
sym237188_c0_seq35	sym237188
sym237188_c0_seq36	sym237188
sym237188_c0_seq37	sym237188
sym237225_c0_seq1	sym237225
sym237225_c0_seq6	sym237225
sym237233_c0_seq1	sym237233
sym237233_c0_seq2	sym237233
sym237233_c0_seq3	sym237233
sym237233_c0_seq4	sym237233
sym237233_c0_seq5	sym237233
sym237236_c0_seq1	sym237236
sym237236_c0_seq2	sym237236
sym237236_c0_seq3	sym237236
sym237236_c0_seq4	sym237236
sym237236_c0_seq5	sym237236
sym237236_c0_seq6	sym237236
sym237236_c0_seq7	sym237236
sym237236_c0_seq8	sym237236
sym237236_c0_seq11	sym237236
sym237236_c0_seq12	sym237236
sym237236_c0_seq13	sym237236
sym237236_c0_seq14	sym237236
sym237236_c0_seq15	sym237236
sym237236_c0_seq16	sym237236
sym237313_c1_seq1	sym237313
sym237313_c2_seq2	sym237313
sym237336_c0_seq1	sym237336
sym237338_c1_seq1	sym237338
sym237348_c0_seq1	sym237348
sym237348_c0_seq2	sym237348
sym237348_c0_seq3	sym237348
sym237348_c0_seq4	sym237348
sym237348_c0_seq5	sym237348
sym237348_c0_seq6	sym237348
sym237348_c0_seq7	sym237348
sym237348_c0_seq8	sym237348
sym237359_c0_seq1	sym237359
sym237359_c0_seq4	sym237359
sym237359_c0_seq5	sym237359
sym237359_c0_seq6	sym237359
sym237359_c0_seq11	sym237359
sym237359_c0_seq13	sym237359
sym237373_c0_seq2	sym237373
sym237373_c0_seq4	sym237373
sym237382_c0_seq1	sym237382
sym237391_c0_seq1	sym237391
sym237398_c0_seq1	sym237398
sym237398_c0_seq2	sym237398
sym237403_c0_seq1	sym237403
sym237403_c0_seq2	sym237403
sym237403_c0_seq3	sym237403
sym237403_c0_seq4	sym237403
sym237403_c0_seq6	sym237403
sym237403_c0_seq7	sym237403
sym237403_c0_seq8	sym237403
sym237403_c0_seq9	sym237403
sym237406_c0_seq1	sym237406
sym237406_c0_seq4	sym237406
sym237412_c0_seq4	sym237412
sym237422_c0_seq2	sym237422
sym237422_c0_seq3	sym237422
sym237422_c0_seq4	sym237422
sym237422_c0_seq5	sym237422
sym237422_c0_seq7	sym237422
sym237468_c0_seq1	sym237468
sym237554_c0_seq1	sym237554
sym237562_c0_seq1	sym237562
sym237566_c0_seq1	sym237566
sym237566_c0_seq2	sym237566
sym237566_c0_seq4	sym237566
sym237566_c0_seq5	sym237566
sym237566_c0_seq6	sym237566
sym237566_c0_seq8	sym237566
sym237566_c0_seq9	sym237566
sym237575_c0_seq1	sym237575
sym237575_c0_seq2	sym237575
sym237575_c0_seq3	sym237575
sym237580_c0_seq1	sym237580
sym237580_c0_seq2	sym237580
sym237581_c0_seq1	sym237581
sym237581_c0_seq2	sym237581
sym237594_c0_seq1	sym237594
sym237594_c0_seq2	sym237594
sym237616_c0_seq1	sym237616
sym237616_c0_seq2	sym237616
sym237616_c0_seq3	sym237616
sym237660_c0_seq1	sym237660
sym237660_c0_seq2	sym237660
sym237660_c0_seq3	sym237660
sym237660_c0_seq4	sym237660
sym237666_c1_seq4	sym237666
sym237666_c1_seq7	sym237666
sym237666_c1_seq8	sym237666
sym237667_c0_seq1	sym237667
sym237667_c0_seq2	sym237667
sym237667_c0_seq4	sym237667
sym237667_c0_seq5	sym237667
sym237667_c0_seq6	sym237667
sym237667_c0_seq7	sym237667
sym237667_c0_seq8	sym237667
sym237667_c0_seq9	sym237667
sym237667_c0_seq10	sym237667
sym237667_c0_seq12	sym237667
sym237668_c0_seq1	sym237668
sym237668_c0_seq2	sym237668
sym237668_c0_seq3	sym237668
sym237668_c0_seq4	sym237668
sym237668_c0_seq5	sym237668
sym237668_c0_seq6	sym237668
sym237674_c0_seq1	sym237674
sym237674_c0_seq2	sym237674
sym237674_c0_seq3	sym237674
sym237681_c0_seq1	sym237681
sym237681_c0_seq2	sym237681
sym237681_c1_seq2	sym237681
sym237681_c1_seq3	sym237681
sym237690_c0_seq1	sym237690
sym237690_c0_seq2	sym237690
sym237697_c0_seq7	sym237697
sym237697_c0_seq18	sym237697
sym237709_c0_seq1	sym237709
sym237717_c0_seq2	sym237717
sym237733_c0_seq1	sym237733
sym237763_c0_seq1	sym237763
sym237763_c1_seq1	sym237763
sym237806_c0_seq1	sym237806
sym237806_c0_seq2	sym237806
sym237818_c0_seq1	sym237818
sym237818_c0_seq2	sym237818
sym237818_c0_seq3	sym237818
sym237858_c0_seq1	sym237858
sym237858_c0_seq2	sym237858
sym237858_c0_seq3	sym237858
sym237858_c0_seq4	sym237858
sym237861_c0_seq1	sym237861
sym237861_c0_seq2	sym237861
sym237873_c0_seq1	sym237873
sym237873_c0_seq2	sym237873
sym237873_c0_seq3	sym237873
sym237873_c0_seq4	sym237873
sym237882_c0_seq2	sym237882
sym237884_c0_seq1	sym237884
sym237884_c0_seq2	sym237884
sym237884_c0_seq3	sym237884
sym237884_c0_seq4	sym237884
sym237884_c0_seq5	sym237884
sym237884_c0_seq6	sym237884
sym237887_c2_seq19	sym237887
sym237900_c0_seq1	sym237900
sym237928_c0_seq1	sym237928
sym237928_c0_seq2	sym237928
sym237928_c0_seq3	sym237928
sym237928_c0_seq4	sym237928
sym237929_c0_seq2	sym237929
sym237929_c0_seq5	sym237929
sym237929_c0_seq8	sym237929
sym237929_c0_seq9	sym237929
sym237937_c0_seq1	sym237937
sym237937_c1_seq1	sym237937
sym237937_c1_seq2	sym237937
sym237937_c1_seq3	sym237937
sym237937_c1_seq4	sym237937
sym237939_c0_seq1	sym237939
sym237946_c0_seq1	sym237946
sym237948_c0_seq1	sym237948
sym237948_c0_seq2	sym237948
sym237948_c0_seq4	sym237948
sym237948_c0_seq5	sym237948
sym237948_c0_seq7	sym237948
sym237948_c0_seq8	sym237948
sym237948_c0_seq9	sym237948
sym237948_c0_seq10	sym237948
sym237948_c0_seq11	sym237948
sym237948_c0_seq12	sym237948
sym237948_c0_seq14	sym237948
sym237948_c0_seq15	sym237948
sym237948_c0_seq16	sym237948
sym237948_c0_seq17	sym237948
sym237959_c0_seq1	sym237959
sym237968_c2_seq1	sym237968
sym237968_c2_seq2	sym237968
sym237968_c2_seq3	sym237968
sym237968_c2_seq5	sym237968
sym237971_c1_seq3	sym237971
sym237971_c1_seq4	sym237971
sym237983_c0_seq1	sym237983
sym237983_c0_seq2	sym237983
sym237983_c0_seq3	sym237983
sym237983_c0_seq4	sym237983
sym237983_c0_seq5	sym237983
sym237983_c0_seq6	sym237983
sym237983_c0_seq7	sym237983
sym237983_c0_seq8	sym237983
sym237983_c0_seq9	sym237983
sym237983_c0_seq10	sym237983
sym237983_c0_seq11	sym237983
sym237983_c0_seq12	sym237983
sym237983_c0_seq13	sym237983
sym237983_c0_seq14	sym237983
sym237983_c0_seq15	sym237983
sym237983_c0_seq16	sym237983
sym237983_c0_seq17	sym237983
sym237983_c0_seq18	sym237983
sym237983_c0_seq19	sym237983
sym237983_c0_seq20	sym237983
sym237983_c0_seq21	sym237983
sym237983_c0_seq22	sym237983
sym237983_c0_seq23	sym237983
sym237983_c0_seq24	sym237983
sym237983_c0_seq25	sym237983
sym237983_c0_seq26	sym237983
sym237983_c0_seq27	sym237983
sym237983_c0_seq28	sym237983
sym237983_c0_seq29	sym237983
sym237983_c0_seq30	sym237983
sym237983_c0_seq31	sym237983
sym237983_c0_seq32	sym237983
sym237983_c0_seq33	sym237983
sym237983_c0_seq34	sym237983
sym237983_c0_seq35	sym237983
sym237983_c0_seq36	sym237983
sym237983_c0_seq37	sym237983
sym237983_c0_seq38	sym237983
sym237983_c0_seq39	sym237983
sym237983_c0_seq40	sym237983
sym237983_c0_seq41	sym237983
sym237983_c0_seq42	sym237983
sym237983_c0_seq43	sym237983
sym237983_c0_seq44	sym237983
sym237983_c0_seq45	sym237983
sym237983_c0_seq46	sym237983
sym237983_c0_seq47	sym237983
sym237983_c0_seq48	sym237983
sym237983_c0_seq49	sym237983
sym237983_c0_seq50	sym237983
sym237983_c0_seq51	sym237983
sym237983_c0_seq52	sym237983
sym237983_c0_seq54	sym237983
sym237983_c0_seq55	sym237983
sym237983_c0_seq56	sym237983
sym237983_c0_seq57	sym237983
sym237991_c0_seq2	sym237991
sym237992_c0_seq1	sym237992
sym237994_c0_seq2	sym237994
sym237994_c0_seq3	sym237994
sym237994_c0_seq10	sym237994
sym237994_c0_seq11	sym237994
sym237994_c0_seq12	sym237994
sym237994_c0_seq14	sym237994
sym237994_c0_seq17	sym237994
sym237994_c0_seq18	sym237994
sym237994_c0_seq20	sym237994
sym237994_c0_seq21	sym237994
sym237994_c0_seq23	sym237994
sym237994_c0_seq25	sym237994
sym237997_c0_seq1	sym237997
sym237997_c0_seq2	sym237997
sym238017_c1_seq4	sym238017
sym238017_c1_seq6	sym238017
sym238024_c0_seq3	sym238024
sym238024_c0_seq5	sym238024
sym238024_c0_seq8	sym238024
sym238024_c0_seq9	sym238024
sym238024_c0_seq10	sym238024
sym238024_c0_seq13	sym238024
sym238024_c0_seq14	sym238024
sym238024_c0_seq15	sym238024
sym238024_c0_seq16	sym238024
sym238024_c0_seq17	sym238024
sym238024_c0_seq18	sym238024
sym238024_c0_seq24	sym238024
sym238024_c0_seq28	sym238024
sym238024_c0_seq30	sym238024
sym238024_c0_seq31	sym238024
sym238024_c0_seq32	sym238024
sym238024_c0_seq35	sym238024
sym238024_c0_seq37	sym238024
sym238024_c0_seq41	sym238024
sym238024_c0_seq42	sym238024
sym238025_c0_seq1	sym238025
sym238029_c1_seq1	sym238029
sym238029_c1_seq2	sym238029
sym238039_c0_seq1	sym238039
sym238039_c0_seq2	sym238039
sym238039_c0_seq3	sym238039
sym238039_c0_seq4	sym238039
sym238039_c0_seq5	sym238039
sym238039_c0_seq12	sym238039
sym238039_c0_seq13	sym238039
sym238039_c0_seq14	sym238039
sym238039_c0_seq15	sym238039
sym238039_c0_seq16	sym238039
sym238039_c0_seq17	sym238039
sym238046_c0_seq2	sym238046
sym238046_c0_seq3	sym238046
sym238046_c0_seq4	sym238046
sym238046_c0_seq5	sym238046
sym238051_c0_seq1	sym238051
sym238051_c0_seq2	sym238051
sym238051_c0_seq3	sym238051
sym238051_c0_seq5	sym238051
sym238051_c0_seq6	sym238051
sym238051_c0_seq7	sym238051
sym238051_c0_seq8	sym238051
sym238056_c0_seq1	sym238056
sym238056_c0_seq2	sym238056
sym238066_c0_seq5	sym238066
sym238066_c0_seq7	sym238066
sym238081_c0_seq1	sym238081
sym238081_c1_seq1	sym238081
sym238095_c0_seq1	sym238095
sym238095_c0_seq2	sym238095
sym238120_c0_seq1	sym238120
sym238124_c0_seq5	sym238124
sym238137_c0_seq1	sym238137
sym238138_c0_seq1	sym238138
sym238138_c0_seq2	sym238138
sym238138_c0_seq3	sym238138
sym238138_c0_seq4	sym238138
sym238138_c0_seq5	sym238138
sym238138_c0_seq6	sym238138
sym238138_c0_seq7	sym238138
sym238138_c0_seq8	sym238138
sym238138_c0_seq9	sym238138
sym238138_c0_seq10	sym238138
sym238138_c0_seq11	sym238138
sym238138_c0_seq12	sym238138
sym238138_c0_seq13	sym238138
sym238138_c0_seq14	sym238138
sym238138_c0_seq15	sym238138
sym238138_c0_seq16	sym238138
sym238138_c0_seq17	sym238138
sym238138_c0_seq18	sym238138
sym238138_c0_seq19	sym238138
sym238138_c0_seq20	sym238138
sym238138_c0_seq21	sym238138
sym238138_c0_seq22	sym238138
sym238138_c0_seq23	sym238138
sym238138_c0_seq24	sym238138
sym238138_c0_seq25	sym238138
sym238138_c0_seq26	sym238138
sym238138_c0_seq27	sym238138
sym238138_c0_seq28	sym238138
sym238138_c0_seq29	sym238138
sym238138_c0_seq30	sym238138
sym238138_c0_seq31	sym238138
sym238138_c0_seq32	sym238138
sym238138_c0_seq33	sym238138
sym238138_c0_seq34	sym238138
sym238138_c0_seq35	sym238138
sym238138_c0_seq36	sym238138
