Mcavernosa30988	K13912
Mcavernosa32739	K23718
Mcavernosa14395	K17919
Mcavernosa08181	K08883
Mcavernosa14689	K06269
Mcavernosa03452	K00060
Mcavernosa08499	K10389
Mcavernosa06818	K00106
Mcavernosa31692	K14773
Mcavernosa33494	K20314
Mcavernosa07020	K23498
Mcavernosa21181	K13963
Mcavernosa06670	K13154
Mcavernosa10779	K20168
Mcavernosa05550	K04286
Mcavernosa12863	K24431
Mcavernosa16546	K17582
Mcavernosa30331	K15105
Mcavernosa31424	K07378
Mcavernosa10080	K08638
Mcavernosa25327	K12848
Mcavernosa12787	K01870
Mcavernosa28837	K15112
Mcavernosa31238	K04255
Mcavernosa26967	K08292
Mcavernosa33327	K11840
Mcavernosa18182	K00744
Mcavernosa08352	K17388
Mcavernosa15290	K12185
Mcavernosa05922	K13646
Mcavernosa09938	K08252
Mcavernosa22836	K09604
Mcavernosa25158	K19933
Mcavernosa30651	K01349
Mcavernosa04316	K03308
Mcavernosa29522	K00508
Mcavernosa20066	K04285
Mcavernosa18247	K07968
Mcavernosa09996	K04698
Mcavernosa18454	K09506
Mcavernosa15305	K14442
Mcavernosa14911	K01053
Mcavernosa26255	K04994
Mcavernosa23567	K01349
Mcavernosa20263	K13720
Mcavernosa09413	K21814
Mcavernosa25235	K01667
Mcavernosa32501	K07374
Mcavernosa15167	K04533
Mcavernosa23336	K08824
Mcavernosa18208	K03515
Mcavernosa28605	K04986
Mcavernosa11445	K10455
Mcavernosa03482	K04975
Mcavernosa05752	K24431
Mcavernosa04323	K08801
Mcavernosa31187	K19491
Mcavernosa07547	K10841
Mcavernosa25046	K04662
Mcavernosa16245	K04501
Mcavernosa13025	K17266
Mcavernosa26723	K16606
Mcavernosa04378	K19719
Mcavernosa22707	K10587
Mcavernosa10016	K05673
Mcavernosa08574	K08467
Mcavernosa03941	K16774
Mcavernosa34334	K22078
Mcavernosa24175	K11584
Mcavernosa04633	K01530
Mcavernosa16965	K02168
Mcavernosa21053	K13912
Mcavernosa27203	K07408
Mcavernosa17709	K01322
Mcavernosa02959	K00544
Mcavernosa25318	K19721
Mcavernosa04871	K14411
Mcavernosa00674	K10343
Mcavernosa12513	K00108
Mcavernosa03301	K02209
Mcavernosa33854	K12035
Mcavernosa05514	K10407
Mcavernosa21711	K04285
Mcavernosa05093	K02910
Mcavernosa14424	K11322
Mcavernosa01888	K10356
Mcavernosa32916	K23297
Mcavernosa07460	K21847
Mcavernosa06414	K13116
Mcavernosa13259	K05312
Mcavernosa32663	K10408
Mcavernosa00258	K06483
Mcavernosa25660	K24734
Mcavernosa27973	K05614
Mcavernosa04408	K01802
Mcavernosa16333	K07200
Mcavernosa19538	K14550
Mcavernosa21780	K23309
Mcavernosa30627	K08794
Mcavernosa12045	K01125
Mcavernosa02585	K20363
Mcavernosa17414	K20307
Mcavernosa02408	K00914
Mcavernosa09395	K01301
Mcavernosa25720	K01934
Mcavernosa24581	K22857
Mcavernosa06576	K09608
Mcavernosa01513	K19367
Mcavernosa24340	K09035
Mcavernosa07880	K03155
Mcavernosa15650	K11974
Mcavernosa06983	K01079
Mcavernosa03065	K15048
Mcavernosa14312	K03990
Mcavernosa24515	K14354
Mcavernosa17125	K10169
Mcavernosa00451	K07883
Mcavernosa34221	K15381
Mcavernosa27961	K11271
Mcavernosa17935	K15199
Mcavernosa04916	K17341
Mcavernosa14143	K08874
Mcavernosa10207	K05283
Mcavernosa09911	K24483
Mcavernosa32338	K07920
Mcavernosa03052	K15028
Mcavernosa03968	K04351
Mcavernosa25426	K00742
Mcavernosa24937	K08187
Mcavernosa22608	K12306
Mcavernosa17022	K08193
Mcavernosa14057	K03355
Mcavernosa03819	K15837
Mcavernosa16396	K18407
Mcavernosa10904	K12585
Mcavernosa22922	K03259
Mcavernosa13751	K07951
Mcavernosa21168	K16608
Mcavernosa06937	K11462
Mcavernosa11439	K23340
Mcavernosa17974	K24469
Mcavernosa00334	K11108
Mcavernosa01818	K00894
Mcavernosa19050	K15865
Mcavernosa16381	K16578
Mcavernosa17720	K04427
Mcavernosa27939	K18423
Mcavernosa31953	K10408
Mcavernosa34934	K07997
Mcavernosa05272	K17681
Mcavernosa10220	K14554
Mcavernosa20682	K11128
Mcavernosa04142	K07964
Mcavernosa22672	K11792
Mcavernosa06123	K18152
Mcavernosa09328	K17592
Mcavernosa17916	K12829
Mcavernosa20381	K24431
Mcavernosa31591	K09022
Mcavernosa02753	K05635
Mcavernosa10088	K17591
Mcavernosa11377	K12614
Mcavernosa09115	K08509
Mcavernosa02661	K21871
Mcavernosa23658	K07855
Mcavernosa06476	K18038
Mcavernosa31870	K07497
Mcavernosa25596	K19499
Mcavernosa01041	K11127
Mcavernosa32131	K00512
Mcavernosa22851	K14791
Mcavernosa06841	K07282
Mcavernosa21409	K04805
Mcavernosa31291	K01349
Mcavernosa04832	K03132
Mcavernosa18941	K06639
Mcavernosa25152	K20908
Mcavernosa06730	K09408
Mcavernosa04497	K12301
Mcavernosa12230	K00820
Mcavernosa33111	K05117
Mcavernosa19157	K03635
Mcavernosa09705	K11143
Mcavernosa25668	K05220
Mcavernosa02763	K24796
Mcavernosa25236	K01667
Mcavernosa24685	K01787
Mcavernosa29670	K14399
Mcavernosa18769	K19801
Mcavernosa21509	K16573
Mcavernosa04807	K17577
Mcavernosa00118	K19328
Mcavernosa33595	K05545
Mcavernosa21960	K24483
Mcavernosa28750	K05048
Mcavernosa22218	K00472
Mcavernosa03176	K01868
Mcavernosa19042	K08635
Mcavernosa03802	K00699
Mcavernosa29145	K17885
Mcavernosa09155	K01183
Mcavernosa09734	K22369
Mcavernosa34651	K04253
Mcavernosa31583	K13344
Mcavernosa16179	K00710
Mcavernosa32031	K04712
Mcavernosa12844	K06560
Mcavernosa19820	K06070
Mcavernosa16995	K09660
Mcavernosa27811	K01071
Mcavernosa04757	K06642
Mcavernosa15814	K04919
Mcavernosa19829	K09564
Mcavernosa32267	K16669
Mcavernosa00869	K10611
Mcavernosa18666	K19467
Mcavernosa25620	K04919
Mcavernosa07768	K10155
Mcavernosa04131	K17341
Mcavernosa32495	K24835
Mcavernosa07263	K17637
Mcavernosa21520	K15279
Mcavernosa25090	K13578
Mcavernosa28397	K14807
Mcavernosa33862	K00976
Mcavernosa01144	K08488
Mcavernosa06742	K13219
Mcavernosa20483	K00658
Mcavernosa01962	K09228
Mcavernosa09590	K15340
Mcavernosa19930	K05941
Mcavernosa16571	K01493
Mcavernosa11182	K10380
Mcavernosa12208	K10777
Mcavernosa08492	K14411
Mcavernosa23118	K05769
Mcavernosa03926	K10596
Mcavernosa01727	K13110
Mcavernosa19937	K05941
Mcavernosa33721	K00544
Mcavernosa06511	K18486
Mcavernosa31386	K00070
Mcavernosa16578	K04606
Mcavernosa23877	K01620
Mcavernosa06637	K05673
Mcavernosa33556	K21804
Mcavernosa18863	K09407
Mcavernosa26763	K04512
Mcavernosa18002	K14848
Mcavernosa02156	K12389
Mcavernosa05800	K02030
Mcavernosa02232	K10595
Mcavernosa26653	K10158
Mcavernosa10361	K01758
Mcavernosa09475	K17805
Mcavernosa26259	K04994
Mcavernosa18914	K17589
Mcavernosa24437	K23844
Mcavernosa14089	K24759
Mcavernosa04455	K13153
Mcavernosa01191	K01889
Mcavernosa11203	K19269
Mcavernosa31667	K12169
Mcavernosa31539	K14616
Mcavernosa16880	K11375
Mcavernosa09295	K00505
Mcavernosa29475	K16506
Mcavernosa12035	K01562
Mcavernosa03056	K18085
Mcavernosa05152	K13863
Mcavernosa31535	K02085
Mcavernosa27361	K24646
Mcavernosa04519	K17686
Mcavernosa01257	K13444
Mcavernosa12970	K06068
Mcavernosa14954	K02599
Mcavernosa27001	K08991
Mcavernosa02420	K00331
Mcavernosa21570	K00162
Mcavernosa11693	K08231
Mcavernosa01345	K22211
Mcavernosa20027	K17613
Mcavernosa10218	K14554
Mcavernosa28767	K24936
Mcavernosa05973	K20180
Mcavernosa34949	K12879
Mcavernosa15466	K24029
Mcavernosa03238	K16344
Mcavernosa02718	K10316
Mcavernosa10450	K08451
Mcavernosa24711	K00088
Mcavernosa33214	K04396
Mcavernosa24966	K01021
Mcavernosa11854	K06100
Mcavernosa24475	K00314
Mcavernosa14797	K10779
Mcavernosa10843	K06530
Mcavernosa02964	K13345
Mcavernosa25088	K04397
Mcavernosa15968	K14938
Mcavernosa04936	K12860
Mcavernosa08746	K13103
Mcavernosa11633	K20056
Mcavernosa21191	K23424
Mcavernosa30750	K13047
Mcavernosa31455	K02183
Mcavernosa10532	K18398
Mcavernosa30095	K22403
Mcavernosa10401	K24633
Mcavernosa16309	K11671
Mcavernosa00089	K20840
Mcavernosa24606	K25202
Mcavernosa24064	K12323
Mcavernosa27116	K12559
Mcavernosa04902	K05637
Mcavernosa24752	K00432
Mcavernosa18428	K20637
Mcavernosa02050	K08145
Mcavernosa22453	K07130
Mcavernosa18280	K14768
Mcavernosa01901	K07208
Mcavernosa15670	K17608
Mcavernosa22897	K05105
Mcavernosa11853	K07943
Mcavernosa01302	K05666
Mcavernosa24067	K12324
Mcavernosa26663	K06095
Mcavernosa09570	K16342
Mcavernosa07479	K20093
Mcavernosa10489	K19467
Mcavernosa14643	K09257
Mcavernosa07822	K08076
Mcavernosa34881	K09497
Mcavernosa19990	K05850
Mcavernosa18124	K03249
Mcavernosa21339	K00814
Mcavernosa20940	K25207
Mcavernosa11187	K08873
Mcavernosa04462	K13917
Mcavernosa18061	K04615
Mcavernosa25415	K19502
Mcavernosa35013	K05759
Mcavernosa04748	K17307
Mcavernosa05112	K08726
Mcavernosa07123	K04495
Mcavernosa15675	K23287
Mcavernosa29188	K09848
Mcavernosa18760	K09666
Mcavernosa31795	K03173
Mcavernosa19117	K24428
Mcavernosa06458	K24469
Mcavernosa04644	K08031
Mcavernosa17078	K15381
Mcavernosa30957	K19006
Mcavernosa01648	K01897
Mcavernosa01061	K19676
Mcavernosa15861	K04527
Mcavernosa17292	K08620
Mcavernosa34022	K17768
Mcavernosa16004	K05770
Mcavernosa27287	K01558
Mcavernosa22164	K04606
Mcavernosa16704	K08292
Mcavernosa29969	K10349
Mcavernosa11968	K17095
Mcavernosa00055	K06978
Mcavernosa06160	K04362
Mcavernosa14994	K10732
Mcavernosa03779	K17512
Mcavernosa06108	K15290
Mcavernosa18559	K02577
Mcavernosa28158	K11662
Mcavernosa18807	K10395
Mcavernosa10011	K05673
Mcavernosa10289	K14689
Mcavernosa14445	K15620
Mcavernosa31082	K24822
Mcavernosa07107	K10260
Mcavernosa26973	K11997
Mcavernosa02335	K03575
Mcavernosa14521	K11099
Mcavernosa32180	K17341
Mcavernosa23261	K17341
Mcavernosa03107	K11997
Mcavernosa10571	K08267
Mcavernosa34381	K04604
Mcavernosa31071	K10283
Mcavernosa12649	K06254
Mcavernosa27954	K08892
Mcavernosa10770	K24469
Mcavernosa12130	K05190
Mcavernosa28056	K09848
Mcavernosa17287	K06238
Mcavernosa07532	K19921
Mcavernosa02684	K23033
Mcavernosa10431	K04948
Mcavernosa02373	K01693
Mcavernosa35216	K24140
Mcavernosa23635	K05643
Mcavernosa29900	K00546
Mcavernosa20953	K10289
Mcavernosa05619	K19949
Mcavernosa05479	K24069
Mcavernosa15147	K05655
Mcavernosa18404	K01001
Mcavernosa08087	K01398
Mcavernosa07655	K03540
Mcavernosa34431	K20196
Mcavernosa15177	K09203
Mcavernosa15653	K18207
Mcavernosa09493	K25102
Mcavernosa02392	K01530
Mcavernosa27421	K01204
Mcavernosa16401	K03349
Mcavernosa30182	K09516
Mcavernosa22114	K10256
Mcavernosa00233	K12852
Mcavernosa30528	K14085
Mcavernosa00337	K11101
Mcavernosa02444	K15381
Mcavernosa13540	K11348
Mcavernosa00987	K07393
Mcavernosa26368	K04362
Mcavernosa01654	K01785
Mcavernosa29947	K09632
Mcavernosa22316	K09608
Mcavernosa10827	K08827
Mcavernosa18678	K05695
Mcavernosa20563	K03029
Mcavernosa04110	K09228
Mcavernosa17805	K19737
Mcavernosa27480	K09608
Mcavernosa31832	K11887
Mcavernosa05384	K09548
Mcavernosa14372	K09624
Mcavernosa21599	K13165
Mcavernosa31554	K09668
Mcavernosa12014	K01126
Mcavernosa22534	K14442
Mcavernosa04556	K09597
Mcavernosa12835	K02684
Mcavernosa05838	K01513
Mcavernosa26250	K04994
Mcavernosa16034	K14354
Mcavernosa23136	K23489
Mcavernosa30646	K09848
Mcavernosa21527	K08624
Mcavernosa25810	K00327
Mcavernosa31882	K12830
Mcavernosa13428	K10400
Mcavernosa11019	K10615
Mcavernosa05416	K05034
Mcavernosa13908	K14443
Mcavernosa23609	K10151
Mcavernosa03728	K19756
Mcavernosa14141	K08874
Mcavernosa17043	K06630
Mcavernosa14708	K13516
Mcavernosa14918	K12667
Mcavernosa30986	K13293
Mcavernosa17157	K24483
Mcavernosa25260	K08964
Mcavernosa28155	K04874
Mcavernosa32326	K00622
Mcavernosa31067	K07901
Mcavernosa02744	K09637
Mcavernosa03760	K16757
Mcavernosa10726	K12882
Mcavernosa10388	K12047
Mcavernosa00369	K08342
Mcavernosa26354	K10838
Mcavernosa13219	K03929
Mcavernosa13212	K19677
Mcavernosa20904	K04150
Mcavernosa02595	K01952
Mcavernosa19136	K17592
Mcavernosa06079	K07376
Mcavernosa00516	K05292
Mcavernosa26891	K19985
Mcavernosa34695	K11093
Mcavernosa13469	K11600
Mcavernosa21355	K20879
Mcavernosa18951	K11459
Mcavernosa26547	K00019
Mcavernosa21070	K01672
Mcavernosa12849	K11649
Mcavernosa26062	K00505
Mcavernosa25008	K20298
Mcavernosa27856	K04223
Mcavernosa34351	K12567
Mcavernosa24186	K19360
Mcavernosa19363	K15122
Mcavernosa07536	K00461
Mcavernosa33973	K17920
Mcavernosa21645	K00953
Mcavernosa13460	K17341
Mcavernosa16225	K17662
Mcavernosa24427	K16584
Mcavernosa07717	K09654
Mcavernosa16359	K10706
Mcavernosa19881	K01681
Mcavernosa32028	K24051
Mcavernosa25602	K02355
Mcavernosa31248	K10849
Mcavernosa06922	K12751
Mcavernosa10314	K06237
Mcavernosa21483	K00326
Mcavernosa05694	K16353
Mcavernosa32430	K04674
Mcavernosa10979	K07916
Mcavernosa15615	K15711
Mcavernosa14626	K00898
Mcavernosa18613	K02202
Mcavernosa01639	K03137
Mcavernosa13922	K04266
Mcavernosa08898	K04600
Mcavernosa18729	K09530
Mcavernosa05502	K10532
Mcavernosa04401	K16330
Mcavernosa29524	K00508
Mcavernosa23954	K00699
Mcavernosa19032	K08375
Mcavernosa29016	K11649
Mcavernosa17632	K14382
Mcavernosa06835	K05181
Mcavernosa05888	K17550
Mcavernosa05731	K12231
Mcavernosa24379	K19026
Mcavernosa31199	K16767
Mcavernosa20451	K06813
Mcavernosa18635	K10594
Mcavernosa04271	K21246
Mcavernosa12435	K04150
Mcavernosa19382	K14852
Mcavernosa15986	K08465
Mcavernosa22986	K09848
Mcavernosa23087	K14962
Mcavernosa00533	K03902
Mcavernosa03504	K05706
Mcavernosa22472	K12843
Mcavernosa31476	K05312
Mcavernosa19983	K16751
Mcavernosa01630	K19531
Mcavernosa15994	K07376
Mcavernosa00992	K18417
Mcavernosa21725	K13254
Mcavernosa04365	K06236
Mcavernosa06916	K24135
Mcavernosa26984	K05673
Mcavernosa03958	K09039
Mcavernosa19336	K20284
Mcavernosa17457	K13708
Mcavernosa06950	K05015
Mcavernosa02463	K17689
Mcavernosa26540	K14005
Mcavernosa14844	K24332
Mcavernosa01640	K10526
Mcavernosa14603	K19673
Mcavernosa31641	K14320
Mcavernosa27658	K10589
Mcavernosa28637	K24627
Mcavernosa13517	K17341
Mcavernosa31930	K10455
Mcavernosa22390	K08341
Mcavernosa03973	K19178
Mcavernosa04354	K19720
Mcavernosa28110	K00432
Mcavernosa13747	K00161
Mcavernosa30028	K10380
Mcavernosa21238	K05410
Mcavernosa16014	K23851
Mcavernosa04308	K09498
Mcavernosa13568	K10859
Mcavernosa22350	K19511
Mcavernosa09455	K20301
Mcavernosa31169	K05736
Mcavernosa15227	K04558
Mcavernosa01262	K01285
Mcavernosa16877	K08790
Mcavernosa17267	K04267
Mcavernosa12445	K08132
Mcavernosa21922	K09317
Mcavernosa14271	K15456
Mcavernosa16337	K08638
Mcavernosa27827	K07830
Mcavernosa32230	K09073
Mcavernosa28643	K01301
Mcavernosa15952	K19328
Mcavernosa20011	K09341
Mcavernosa19193	K01050
Mcavernosa26793	K05289
Mcavernosa25615	K10457
Mcavernosa24869	K20183
Mcavernosa05383	K20796
Mcavernosa28296	K14322
Mcavernosa21307	K10175
Mcavernosa25276	K13249
Mcavernosa08379	K24387
Mcavernosa09203	K08214
Mcavernosa15102	K24431
Mcavernosa01532	K02295
Mcavernosa33660	K03362
Mcavernosa11576	K17341
Mcavernosa26730	K19766
Mcavernosa22786	K08059
Mcavernosa25685	K23878
Mcavernosa24881	K15731
Mcavernosa07504	K10436
Mcavernosa00091	K02183
Mcavernosa33043	K17341
Mcavernosa01167	K10277
Mcavernosa30887	K22499
Mcavernosa08453	K04160
Mcavernosa22061	K10359
Mcavernosa12746	K13161
Mcavernosa09848	K04282
Mcavernosa25706	K24537
Mcavernosa03043	K09339
Mcavernosa03128	K14716
Mcavernosa20191	K16630
Mcavernosa04278	K10144
Mcavernosa25163	K00452
Mcavernosa25592	K19499
Mcavernosa14295	K09093
Mcavernosa11625	K04659
Mcavernosa00664	K09637
Mcavernosa07233	K21121
Mcavernosa31175	K19473
Mcavernosa07193	K00444
Mcavernosa12690	K14966
Mcavernosa07969	K06240
Mcavernosa15275	K17768
Mcavernosa30839	K10896
Mcavernosa31277	K00253
Mcavernosa26845	K22862
Mcavernosa14000	K17253
Mcavernosa05998	K12828
Mcavernosa17865	K08789
Mcavernosa30832	K11161
Mcavernosa05247	K17428
Mcavernosa21325	K03175
Mcavernosa28790	K04967
Mcavernosa15832	K03768
Mcavernosa01431	K00128
Mcavernosa00201	K19755
Mcavernosa15176	K15695
Mcavernosa14829	K24835
Mcavernosa05002	K23843
Mcavernosa24891	K09527
Mcavernosa09259	K03260
Mcavernosa12763	K16762
Mcavernosa30854	K14026
Mcavernosa07786	K12479
Mcavernosa24806	K24683
Mcavernosa21795	K04834
Mcavernosa21663	K03320
Mcavernosa11653	K04967
Mcavernosa19638	K20304
Mcavernosa11234	K01135
Mcavernosa31744	K00121
Mcavernosa11038	K04353
Mcavernosa25357	K01019
Mcavernosa26448	K00232
Mcavernosa15341	K11154
Mcavernosa23459	K24436
Mcavernosa01058	K02969
Mcavernosa29988	K03000
Mcavernosa07902	K03942
Mcavernosa07522	K00461
Mcavernosa02587	K00461
Mcavernosa25831	K03714
Mcavernosa01555	K10737
Mcavernosa12471	K03141
Mcavernosa32037	K17095
Mcavernosa35186	K22377
Mcavernosa04851	K21989
Mcavernosa06977	K20129
Mcavernosa12358	K13164
Mcavernosa14438	K19029
Mcavernosa29396	K09634
Mcavernosa16286	K01674
Mcavernosa11442	K10703
Mcavernosa23674	K15588
Mcavernosa16137	K19583
Mcavernosa30120	K23628
Mcavernosa07241	K05330
Mcavernosa12416	K06947
Mcavernosa06794	K10380
Mcavernosa33305	K12602
Mcavernosa31125	K19511
Mcavernosa15379	K22525
Mcavernosa32820	K16676
Mcavernosa17671	K11498
Mcavernosa32907	K17849
Mcavernosa16054	K19521
Mcavernosa17660	K15261
Mcavernosa10591	K16601
Mcavernosa03795	K10404
Mcavernosa22333	K08378
Mcavernosa04579	K11699
Mcavernosa14032	K17497
Mcavernosa12722	K03020
Mcavernosa21198	K23717
Mcavernosa16811	K06072
Mcavernosa30477	K08292
Mcavernosa14736	K00827
Mcavernosa00421	K22735
Mcavernosa18474	K06768
Mcavernosa15780	K14306
Mcavernosa00841	K05759
Mcavernosa02808	K09223
Mcavernosa02700	K05094
Mcavernosa08214	K09103
Mcavernosa09089	K00654
Mcavernosa26494	K22017
Mcavernosa03467	K00699
Mcavernosa16397	K13155
Mcavernosa22772	K15712
Mcavernosa01744	K08117
Mcavernosa04674	K01324
Mcavernosa16165	K10380
Mcavernosa09579	K17266
Mcavernosa05854	K25215
Mcavernosa17129	K06497
Mcavernosa06353	K11514
Mcavernosa24006	K15032
Mcavernosa21830	K12470
Mcavernosa14616	K10799
Mcavernosa10337	K04968
Mcavernosa29674	K09627
Mcavernosa31505	K14007
Mcavernosa15849	K11098
Mcavernosa00496	K10730
Mcavernosa18369	K19525
Mcavernosa17940	K24032
Mcavernosa09443	K13369
Mcavernosa03866	K15377
Mcavernosa12233	K05201
Mcavernosa12650	K06238
Mcavernosa14261	K24738
Mcavernosa12186	K25129
Mcavernosa08903	K06639
Mcavernosa31830	K17905
Mcavernosa19120	K24427
Mcavernosa31865	K19496
Mcavernosa32003	K17570
Mcavernosa03750	K21625
Mcavernosa00078	K14165
Mcavernosa14681	K17783
Mcavernosa08185	K02296
Mcavernosa02168	K09206
Mcavernosa16364	K08813
Mcavernosa27423	K08736
Mcavernosa00696	K01415
Mcavernosa25446	K23344
Mcavernosa03555	K11127
Mcavernosa24112	K15112
Mcavernosa19836	K24006
Mcavernosa33135	K01310
Mcavernosa25578	K06777
Mcavernosa23075	K19196
Mcavernosa26048	K11113
Mcavernosa24496	K08380
Mcavernosa01813	K09224
Mcavernosa09386	K12309
Mcavernosa20091	K25203
Mcavernosa25971	K06669
Mcavernosa19814	K17262
Mcavernosa03894	K18270
Mcavernosa20852	K11205
Mcavernosa13713	K14407
Mcavernosa21109	K17592
Mcavernosa26041	K01869
Mcavernosa04960	K11390
Mcavernosa11240	K01135
Mcavernosa08868	K04450
Mcavernosa03308	K24779
Mcavernosa24162	K13989
Mcavernosa11774	K11731
Mcavernosa14009	K12823
Mcavernosa28001	K07390
Mcavernosa16638	K00765
Mcavernosa02214	K09057
Mcavernosa03580	K08876
Mcavernosa08244	K00629
Mcavernosa11837	K12489
Mcavernosa14301	K13143
Mcavernosa26839	K02223
Mcavernosa09462	K14836
Mcavernosa19153	K13701
Mcavernosa15319	K12169
Mcavernosa17380	K14676
Mcavernosa32380	K23800
Mcavernosa09600	K06820
Mcavernosa27748	K01135
Mcavernosa33237	K11319
Mcavernosa16450	K04967
Mcavernosa33074	K17108
Mcavernosa09154	K01183
Mcavernosa25805	K19360
Mcavernosa09214	K24431
Mcavernosa15382	K10352
Mcavernosa06085	K03111
Mcavernosa12965	K05871
Mcavernosa20751	K17592
Mcavernosa00033	K24014
Mcavernosa20632	K23286
Mcavernosa34965	K06569
Mcavernosa09714	K05048
Mcavernosa12126	K07984
Mcavernosa10818	K16866
Mcavernosa16677	K11980
Mcavernosa13640	K09336
Mcavernosa16944	K15009
Mcavernosa03451	K23845
Mcavernosa10369	K12035
Mcavernosa12905	K01441
Mcavernosa00861	K12172
Mcavernosa05499	K00232
Mcavernosa06616	K24464
Mcavernosa19310	K16465
Mcavernosa11317	K00030
Mcavernosa08788	K11306
Mcavernosa28392	K06491
Mcavernosa28950	K06278
Mcavernosa19607	K11137
Mcavernosa06997	K13754
Mcavernosa22658	K10375
Mcavernosa17213	K06277
Mcavernosa28063	K18710
Mcavernosa10427	K04950
Mcavernosa26554	K06054
Mcavernosa16896	K05941
Mcavernosa09567	K16342
Mcavernosa01287	K15185
Mcavernosa13606	K05812
Mcavernosa13314	K22697
Mcavernosa14787	K23257
Mcavernosa28902	K05695
Mcavernosa29786	K14568
Mcavernosa30138	K13912
Mcavernosa05362	K00288
Mcavernosa02299	K14005
Mcavernosa23430	K02861
Mcavernosa32344	K03006
Mcavernosa03229	K12132
Mcavernosa04472	K02513
Mcavernosa20536	K05749
Mcavernosa23653	K22128
Mcavernosa07319	K18033
Mcavernosa03328	K07997
Mcavernosa28753	K01102
Mcavernosa19028	K05125
Mcavernosa33919	K10408
Mcavernosa27148	K18398
Mcavernosa26168	K22556
Mcavernosa06475	K02920
Mcavernosa16494	K04409
Mcavernosa22907	K02433
Mcavernosa04348	K17341
Mcavernosa01978	K23437
Mcavernosa26273	K09542
Mcavernosa12977	K06240
Mcavernosa04524	K24915
Mcavernosa14577	K00008
Mcavernosa11269	K14620
Mcavernosa24099	K18465
Mcavernosa05935	K07152
Mcavernosa13536	K15144
Mcavernosa08106	K06819
Mcavernosa17537	K24338
Mcavernosa08684	K04658
Mcavernosa11926	K06158
Mcavernosa11515	K09594
Mcavernosa01928	K19360
Mcavernosa26164	K04851
Mcavernosa06666	K24333
Mcavernosa20733	K15008
Mcavernosa23851	K17278
Mcavernosa22874	K15425
Mcavernosa14824	K24835
Mcavernosa24323	K12373
Mcavernosa12044	K10646
Mcavernosa00576	K14716
Mcavernosa13873	K04364
Mcavernosa28850	K10645
Mcavernosa32151	K11840
Mcavernosa30877	K00485
Mcavernosa16077	K11170
Mcavernosa25212	K18050
Mcavernosa30338	K13615
Mcavernosa33030	K10153
Mcavernosa18876	K08810
Mcavernosa13331	K12617
Mcavernosa24957	K24431
Mcavernosa15247	K21436
Mcavernosa22920	K24502
Mcavernosa30018	K17341
Mcavernosa18973	K24468
Mcavernosa21762	K14806
Mcavernosa16022	K12856
Mcavernosa31030	K16752
Mcavernosa06860	K06115
Mcavernosa19870	K14011
Mcavernosa28736	K01338
Mcavernosa22805	K07753
Mcavernosa19322	K19525
Mcavernosa22887	K01298
Mcavernosa22627	K05360
Mcavernosa25393	K07497
Mcavernosa15311	K11304
Mcavernosa32059	K21877
Mcavernosa23183	K17495
Mcavernosa10634	K02503
Mcavernosa07800	K25165
Mcavernosa33761	K03405
Mcavernosa31230	K20474
Mcavernosa29297	K11863
Mcavernosa02065	K07440
Mcavernosa32408	K15159
Mcavernosa04136	K22761
Mcavernosa27992	K23801
Mcavernosa30615	K05592
Mcavernosa02544	K20317
Mcavernosa17357	K10728
Mcavernosa05411	K11306
Mcavernosa28607	K08515
Mcavernosa24484	K08745
Mcavernosa13632	K11373
Mcavernosa23040	K03022
Mcavernosa11572	K17341
Mcavernosa22723	K24660
Mcavernosa08102	K13218
Mcavernosa13971	K14753
Mcavernosa20115	K24660
Mcavernosa27027	K04160
Mcavernosa28909	K06236
Mcavernosa03319	K07763
Mcavernosa07058	K12487
Mcavernosa32029	K00058
Mcavernosa30076	K11793
Mcavernosa22189	K10268
Mcavernosa21860	K04137
Mcavernosa21812	K00685
Mcavernosa06184	K11092
Mcavernosa14757	K19025
Mcavernosa10244	K05094
Mcavernosa06785	K06271
Mcavernosa11260	K04135
Mcavernosa08326	K12181
Mcavernosa24364	K23377
Mcavernosa30556	K18260
Mcavernosa02790	K10454
Mcavernosa34033	K08853
Mcavernosa15913	K12323
Mcavernosa31688	K04239
Mcavernosa29539	K17263
Mcavernosa08858	K00710
Mcavernosa02236	K24469
