Cladocopium293578	K22370
Cladocopium286293	K16055
Cladocopium271213	K10365
Cladocopium167211	K22763
Cladocopium83799	K01265
Cladocopium40260	K12581
Cladocopium184035	K14326
Mcavernosa08425	K15196
Cladocopium305230	K19998
Cladocopium182535	K10799
Cladocopium306342	K15292
Mcavernosa06796	K04984
Cladocopium60318	K02541
Mcavernosa13925	K08180
Cladocopium348858	K22754
Mcavernosa21627	K05673
Cladocopium156031	K03686
Cladocopium41601	K08917
Mcavernosa18774	K00128
Cladocopium229521	K01768
Cladocopium284139	K12960
Cladocopium156476	K14015
Cladocopium180063	K10406
Cladocopium276547	K00053
Mcavernosa05183	K18732
Mcavernosa23586	K12163
Cladocopium114672	K03579
Cladocopium263874	K02641
Mcavernosa04595	K16483
Cladocopium339502	K00359
Cladocopium114815	K03676
Mcavernosa02407	K15118
Cladocopium67097	K20184
Cladocopium246447	K12881
Mcavernosa20731	K03691
Mcavernosa14172	K17391
Mcavernosa10876	K08231
Cladocopium240978	K10799
Mcavernosa24015	K21440
Cladocopium150802	K10380
Mcavernosa19653	K08184
Mcavernosa33744	K21765
Mcavernosa11017	K11494
Cladocopium21432	K09680
Cladocopium50739	K11323
Cladocopium258960	K15261
Cladocopium275274	K14545
Mcavernosa13227	K01673
Mcavernosa01441	K18466
Cladocopium273035	K12132
Cladocopium216285	K02691
Cladocopium306310	K21867
Mcavernosa11555	K10610
Cladocopium352017	K08857
Cladocopium293912	K01188
Cladocopium266564	K05658
Mcavernosa05806	K04861
Mcavernosa12775	K05046
Mcavernosa20961	K00771
Cladocopium267717	K10392
Mcavernosa01859	K04397
Mcavernosa04019	K08187
Cladocopium176866	K14950
Cladocopium166302	K15289
Mcavernosa33079	K05614
Cladocopium111855	K23012
Mcavernosa09573	K21841
Mcavernosa13821	K23343
Cladocopium337650	K02999
Cladocopium295512	K00703
Cladocopium284912	K01689
Mcavernosa28614	K21392
Cladocopium275057	K15188
Cladocopium51989	K06130
Mcavernosa33141	K00666
Mcavernosa21185	K17512
Cladocopium211004	K05601
Cladocopium23267	K14440
Cladocopium225281	K21806
Cladocopium215626	K12442
Cladocopium54040	K12132
Cladocopium272152	K00058
Cladocopium294763	K05658
Mcavernosa00595	K10980
Cladocopium534959	K03798
Cladocopium114299	K05679
Cladocopium40061	K07976
Mcavernosa29011	K01050
Mcavernosa21955	K02156
Cladocopium59916	K00864
Mcavernosa16931	K04209
Mcavernosa08606	K11778
Cladocopium85424	K00058
Mcavernosa31204	K04639
Mcavernosa21643	K10408
Cladocopium222560	K17592
Cladocopium297113	K19477
Mcavernosa07325	K12177
Mcavernosa10981	K06841
Mcavernosa32834	K17095
Cladocopium273598	K01897
Mcavernosa06519	K00666
Mcavernosa07073	K09584
Cladocopium99810	K01188
Cladocopium267801	K10604
Mcavernosa16272	K06671
Mcavernosa09565	K16342
Cladocopium285402	K15377
Mcavernosa10822	K19941
Mcavernosa03335	K00635
Mcavernosa23159	K07819
Cladocopium264813	K10380
Cladocopium350424	K19306
Cladocopium156544	K01874
Cladocopium208707	K14674
Cladocopium31919	K13177
Cladocopium43946	K00898
Cladocopium423355	K03648
Mcavernosa26093	K04398
Cladocopium269713	K17943
Mcavernosa11510	K17495
Cladocopium51355	K09773
Cladocopium287125	K02090
Cladocopium294597	K15276
Mcavernosa30328	K07436
Cladocopium200655	K13412
Cladocopium252483	K14326
Mcavernosa18394	K01389
Cladocopium84838	K10523
Cladocopium317230	K10587
Cladocopium254962	K10408
Mcavernosa08697	K05542
Cladocopium112144	K06130
Cladocopium53603	K03068
Mcavernosa17126	K10159
Mcavernosa07649	K02183
Cladocopium56423	K00812
Mcavernosa22415	K04861
Mcavernosa15928	K18208
Cladocopium355578	K17915
Mcavernosa00453	K23298
Cladocopium198842	K01338
Mcavernosa25594	K19501
Cladocopium118388	K03429
Cladocopium308027	K10398
Cladocopium402543	K08172
Cladocopium287117	K17093
Mcavernosa00373	K00432
Cladocopium52162	K23339
Cladocopium290716	K14399
Mcavernosa14653	K01092
Mcavernosa08500	K10389
Cladocopium406938	K00700
Cladocopium88001	K15276
Cladocopium167490	K05955
Cladocopium89486	K05275
Cladocopium218338	K15377
Cladocopium287093	K14938
Mcavernosa04632	K05673
Cladocopium281128	K05909
Cladocopium57318	K04392
Cladocopium41560	K08857
Cladocopium80687	K03798
Mcavernosa08843	K16599
Cladocopium115943	K02134
Mcavernosa31412	K21919
Cladocopium116472	K00658
Mcavernosa20688	K18740
Mcavernosa32349	K05106
Cladocopium311649	K01408
Mcavernosa19600	K20281
Mcavernosa09535	K19360
Mcavernosa00636	K16488
Cladocopium313303	K19519
Cladocopium306485	K03164
Cladocopium229352	K01866
Cladocopium270597	K00688
Cladocopium278257	K23257
Cladocopium114349	K07126
Cladocopium227037	K15111
Mcavernosa14318	K06071
Cladocopium259025	K14645
Cladocopium85278	K20898
Cladocopium278701	K03539
Mcavernosa05624	K14296
Mcavernosa18033	K03350
Mcavernosa23631	K02157
Cladocopium281173	K01379
Mcavernosa21742	K14168
Mcavernosa11539	K04209
Mcavernosa13109	K08729
Mcavernosa19708	K12323
Cladocopium170971	K22071
Mcavernosa04155	K20301
Cladocopium200886	K05546
Mcavernosa04910	K08629
Mcavernosa21800	K04841
Mcavernosa24361	K17341
Cladocopium212449	K05605
Cladocopium114440	K17943
Mcavernosa17167	K16457
Cladocopium264038	K05863
Mcavernosa05422	K05045
Mcavernosa21747	K10406
Mcavernosa03900	K16777
Mcavernosa27464	K14305
Mcavernosa08220	K07755
Mcavernosa32534	K15261
Mcavernosa34149	K06058
Cladocopium190763	K03083
Cladocopium83421	K03294
Mcavernosa06707	K12474
Mcavernosa30052	K02991
Mcavernosa08528	K08200
Cladocopium264383	K01069
Mcavernosa29004	K07378
Cladocopium45512	K13761
Cladocopium273394	K04908
Mcavernosa05455	K03596
Mcavernosa19365	K08371
Mcavernosa05336	K17987
Mcavernosa11687	K01049
Mcavernosa04126	K14613
Cladocopium181786	K00587
Mcavernosa21008	K17632
Cladocopium285552	K12392
Cladocopium199636	K19676
Mcavernosa12554	K02960
Cladocopium87819	K08869
Mcavernosa12786	K01870
Mcavernosa04420	K02599
Cladocopium48637	K01103
Mcavernosa19047	K15865
Cladocopium224528	K02154
Mcavernosa03526	K06760
Cladocopium309660	K03929
Cladocopium51530	K10380
Cladocopium155678	K04908
Cladocopium125175	K03235
Cladocopium287224	K01537
Mcavernosa20002	K03104
Mcavernosa27507	K15176
Mcavernosa20015	K08029
Cladocopium36029	K04043
Cladocopium211091	K09522
Cladocopium294306	K01802
Mcavernosa19496	K04097
Cladocopium254412	K00280
Cladocopium265844	K03768
Mcavernosa29026	K04427
Mcavernosa11042	K10879
Mcavernosa04043	K04353
Cladocopium171253	K02183
Cladocopium111754	K15109
Cladocopium47218	K23257
Mcavernosa33684	K16833
Cladocopium286041	K23025
Mcavernosa06002	K12757
Cladocopium48562	K02471
Mcavernosa34048	K08202
Cladocopium280635	K07376
Cladocopium93536	K00706
Cladocopium158176	K00215
Cladocopium352448	K06168
Mcavernosa02397	K19640
Mcavernosa02857	K06792
Cladocopium229282	K17943
Cladocopium42888	K00213
Mcavernosa33159	K22754
Cladocopium102260	K10807
Mcavernosa25019	K08076
Cladocopium97262	K02350
Mcavernosa19699	K15102
Mcavernosa13787	K05193
Cladocopium152991	K00710
Cladocopium324012	K15429
Cladocopium41741	K04499
Mcavernosa03805	K11188
Cladocopium289074	K03252
Mcavernosa13187	K03131
Cladocopium214787	K09628
Cladocopium102947	K12439
Cladocopium299726	K10408
Cladocopium393426	K17081
Cladocopium216255	K08869
Mcavernosa35233	K17341
Cladocopium115907	K01510
Cladocopium118794	K16748
Cladocopium287766	K04371
Cladocopium304973	K14427
Cladocopium296518	K00166
Mcavernosa23629	K00344
Mcavernosa04144	K20120
Mcavernosa31130	K00921
Mcavernosa04219	K17726
Cladocopium39026	K16465
Cladocopium175859	K14457
Cladocopium195994	K14457
Cladocopium289435	K12175
Cladocopium272575	K09578
Cladocopium236873	K01130
Cladocopium274356	K13667
Mcavernosa15724	K14216
Cladocopium155338	K12623
Cladocopium241496	K10413
Cladocopium320081	K03593
Mcavernosa10102	K18592
Cladocopium241510	K20798
Cladocopium292323	K00384
Cladocopium284244	K00671
Cladocopium49253	K17630
Cladocopium92250	K00645
Mcavernosa06806	K14137
Cladocopium117905	K18551
Cladocopium276536	K14454
Mcavernosa13628	K08378
Cladocopium271025	K11426
Mcavernosa25159	K00615
Cladocopium70006	K01537
Mcavernosa10707	K19511
Mcavernosa14481	K16315
Cladocopium116427	K21862
Mcavernosa21140	K10799
Mcavernosa03554	K17341
Cladocopium171391	K17592
Mcavernosa13953	K08375
Cladocopium59275	K05849
Mcavernosa04281	K10380
Mcavernosa12539	K02513
Cladocopium119401	K16582
Cladocopium315997	K03595
Cladocopium328728	K01958
Cladocopium109323	K17725
Cladocopium161524	K00020
Mcavernosa19417	K11858
Mcavernosa17885	K04133
Mcavernosa34884	K13369
Mcavernosa16806	K00234
Mcavernosa29596	K06826
Cladocopium304172	K14950
Mcavernosa15342	K11154
Cladocopium87164	K23257
Cladocopium20294	K10799
Mcavernosa03322	K07763
Cladocopium193303	K10427
Cladocopium53474	K12442
Mcavernosa06179	K14570
Cladocopium31010	K01803
Cladocopium28096	K02218
Cladocopium85622	K00873
Mcavernosa27343	K02178
Cladocopium310181	K01537
Mcavernosa29229	K20908
Mcavernosa14138	K14827
Cladocopium117561	K13696
Mcavernosa08783	K06711
Cladocopium118708	K00472
Mcavernosa22650	K03174
Mcavernosa05249	K13761
Mcavernosa02658	K11787
Cladocopium239216	K13525
Cladocopium41783	K02885
Mcavernosa03092	K02537
Cladocopium45394	K03100
Mcavernosa27108	K01800
Cladocopium182969	K21754
Cladocopium228750	K13341
Cladocopium286250	K02303
Cladocopium49248	K13525
Cladocopium303203	K17339
Mcavernosa25561	K04266
Cladocopium42486	K02212
Mcavernosa14278	K08606
Cladocopium47579	K00658
Cladocopium248314	K10408
Cladocopium309943	K05931
Mcavernosa29212	K22733
Cladocopium329973	K14809
Cladocopium34323	K03885
Cladocopium273078	K13984
Cladocopium228516	K08176
Cladocopium45552	K04515
Mcavernosa26854	K14405
Cladocopium125062	K12436
Cladocopium232643	K04739
Cladocopium188372	K00889
Mcavernosa29513	K10733
Mcavernosa08340	K18066
Mcavernosa02342	K20365
Cladocopium24887	K14554
Cladocopium111708	K08998
Mcavernosa23625	K07881
Cladocopium315901	K03798
Cladocopium118646	K12813
Cladocopium95236	K19199
Mcavernosa25623	K04919
Mcavernosa12419	K20405
Mcavernosa21321	K01014
Cladocopium177120	K08830
Cladocopium323056	K00476
Mcavernosa22752	K12968
Mcavernosa19476	K00939
Cladocopium272346	K10380
Mcavernosa04061	K19695
Mcavernosa24997	K03068
Mcavernosa31856	K23341
Cladocopium280776	K19430
Cladocopium94401	K08070
Cladocopium117049	K01379
Mcavernosa05729	K12231
Mcavernosa14733	K04512
Mcavernosa00993	K10457
Cladocopium280632	K05011
Mcavernosa23697	K04559
Cladocopium315694	K04459
Mcavernosa09120	K18592
Mcavernosa26863	K14072
Cladocopium314202	K12856
Cladocopium114584	K03260
Mcavernosa09412	K06107
Cladocopium525760	K04739
Cladocopium231248	K21440
Cladocopium200532	K01609
Cladocopium270567	K05522
Mcavernosa16019	K13988
Cladocopium269832	K08230
Mcavernosa00245	K06585
Cladocopium58373	K18849
Mcavernosa06341	K11435
Cladocopium116312	K09495
Mcavernosa05632	K23080
Mcavernosa00448	K01301
Cladocopium275629	K20163
Mcavernosa26185	K08625
Cladocopium205065	K22763
Cladocopium275250	K11187
Mcavernosa27441	K23308
Cladocopium120320	K06636
Cladocopium60815	K14437
Cladocopium112185	K02183
Mcavernosa16698	K08292
Mcavernosa06088	K14613
Cladocopium39794	K01286
Cladocopium278700	K01256
Cladocopium300191	K15584
Cladocopium159816	K14408
Mcavernosa17337	K02183
Cladocopium294986	K04371
Cladocopium285774	K15013
Cladocopium323273	K15584
Cladocopium35273	K01623
Mcavernosa31425	K07378
Cladocopium313121	K13412
Cladocopium205470	K00344
Mcavernosa20486	K08187
Cladocopium161628	K01698
Cladocopium300250	K10595
Cladocopium40304	K00630
Cladocopium49855	K15692
Mcavernosa31618	K11308
Mcavernosa24547	K09663
Cladocopium116030	K02726
Cladocopium194538	K14326
Mcavernosa06689	K18438
Cladocopium284690	K02542
Mcavernosa12553	K07119
Mcavernosa26472	K04984
Cladocopium117063	K06158
Cladocopium288016	K03696
Cladocopium391658	K10408
Cladocopium202093	K05849
Cladocopium323240	K06917
Mcavernosa08914	K06238
Mcavernosa09090	K13278
Cladocopium44027	K10393
Mcavernosa31022	K01792
Mcavernosa15099	K01186
Cladocopium246490	K01769
Cladocopium291372	K14810
Mcavernosa28649	K08635
Cladocopium117538	K06269
Mcavernosa25478	K02134
Mcavernosa02073	K15259
Cladocopium117911	K09861
Cladocopium106912	K00472
Cladocopium190724	K21396
Cladocopium308416	K00914
Mcavernosa12055	K00254
Cladocopium232980	K12823
Mcavernosa28316	K06254
Mcavernosa21625	K11805
Mcavernosa09095	K17906
Mcavernosa23142	K09640
Cladocopium314600	K12874
Cladocopium198971	K00855
Cladocopium59516	K04739
Cladocopium74483	K01648
Cladocopium307184	K03283
Cladocopium157536	K19041
Cladocopium257924	K10408
Mcavernosa09287	K20362
Mcavernosa22340	K11127
Mcavernosa12215	K14428
Mcavernosa26746	K08799
Cladocopium113737	K07893
Mcavernosa03755	K21625
Cladocopium67915	K03259
Cladocopium161224	K01610
Cladocopium117872	K13412
Mcavernosa32353	K05103
Cladocopium299567	K11323
Cladocopium89735	K10027
Mcavernosa03709	K04988
Mcavernosa11735	K03899
Mcavernosa21904	K17566
Mcavernosa31151	K10412
Cladocopium240611	K03798
Cladocopium278631	K06185
Mcavernosa33506	K18269
Mcavernosa34372	K17080
Cladocopium71941	K17506
Mcavernosa10535	K05870
Mcavernosa17539	K05125
Mcavernosa27755	K16288
Mcavernosa18489	K13675
Cladocopium73509	K12953
Mcavernosa13090	K15710
Cladocopium27463	K06002
Cladocopium266560	K01768
Mcavernosa14166	K11869
Mcavernosa02965	K19372
Cladocopium93374	K11836
Cladocopium300651	K00766
Cladocopium265466	K12822
Cladocopium117687	K05632
Cladocopium113428	K04730
Mcavernosa31145	K03955
Cladocopium37302	K08220
Mcavernosa11965	K08654
Cladocopium102065	K20526
Cladocopium207225	K02725
Mcavernosa19385	K00569
Mcavernosa22241	K00626
Cladocopium221839	K22403
Cladocopium84132	K12823
Cladocopium89058	K09553
Mcavernosa12312	K04284
Mcavernosa33240	K10408
Cladocopium96213	K01201
Mcavernosa21340	K00814
Cladocopium449155	K10380
Mcavernosa23603	K09048
Mcavernosa21174	K11699
Mcavernosa21617	K01444
Cladocopium217877	K01210
Cladocopium300268	K13183
Mcavernosa34273	K11840
Cladocopium218028	K15667
Cladocopium285620	K01955
Cladocopium337156	K01517
Cladocopium159394	K00456
Cladocopium198150	K12162
Cladocopium160923	K08794
Mcavernosa03655	K10990
Mcavernosa01573	K05674
Mcavernosa09429	K20396
Cladocopium52199	K10134
Cladocopium56500	K18066
Mcavernosa12583	K06279
Mcavernosa21944	K08202
Cladocopium84794	K03846
Cladocopium121984	K09578
Mcavernosa25440	K22380
Cladocopium77873	K05849
Cladocopium35416	K06178
Mcavernosa33940	K19367
Mcavernosa06741	K14567
Cladocopium211093	K11806
Cladocopium417209	K10406
Mcavernosa03159	K00544
Cladocopium288889	K03691
Cladocopium213768	K05692
Mcavernosa03940	K11587
Cladocopium298871	K05849
Mcavernosa21639	K12021
Mcavernosa10739	K15686
Mcavernosa01185	K11860
Mcavernosa21085	K07408
Cladocopium297308	K17087
Cladocopium214991	K00002
Cladocopium265286	K12035
Mcavernosa12828	K12483
Mcavernosa20769	K03593
Mcavernosa07262	K17637
Cladocopium290985	K06901
Mcavernosa29635	K13343
Cladocopium307813	K20121
Mcavernosa03192	K07521
Cladocopium115797	K21989
Mcavernosa11270	K11519
Cladocopium89221	K14810
Mcavernosa18938	K04887
Cladocopium268702	K18272
Cladocopium292654	K17616
Cladocopium177124	K13510
Mcavernosa31634	K08900
Cladocopium186694	K12323
Cladocopium122722	K02183
Mcavernosa10448	K17592
Cladocopium91437	K12835
Mcavernosa33733	K06252
Cladocopium277774	K12812
Mcavernosa03112	K17797
Cladocopium57253	K22614
Mcavernosa27505	K04160
Cladocopium312934	K03319
Mcavernosa12015	K19179
Cladocopium409153	K10846
Cladocopium287604	K20028
Cladocopium7779	K15501
Mcavernosa13796	K03844
Mcavernosa08607	K12035
Mcavernosa24985	K20051
Mcavernosa28398	K07188
Mcavernosa17957	K00182
Cladocopium306531	K05016
Cladocopium153874	K10594
Cladocopium45988	K15103
Cladocopium111543	K06001
Cladocopium326568	K06269
Cladocopium194260	K04382
Mcavernosa32347	K11251
Mcavernosa24236	K20298
Cladocopium168639	K11438
Cladocopium47096	K08857
Cladocopium191179	K19760
Cladocopium94929	K09568
Mcavernosa16183	K10270
Cladocopium82478	K09580
Mcavernosa06393	K09232
Mcavernosa22121	K15424
Cladocopium88012	K04515
Mcavernosa00722	K05665
Cladocopium189039	K08287
Mcavernosa04580	K11141
Cladocopium202147	K11000
Mcavernosa05229	K00012
Cladocopium215874	K10884
Cladocopium265799	K00088
Mcavernosa04154	K01132
Cladocopium224653	K08848
Cladocopium268881	K14401
Cladocopium298418	K02471
Mcavernosa29688	K04427
Cladocopium118742	K10455
Cladocopium134660	K10380
Cladocopium161354	K11808
Mcavernosa03375	K08076
Cladocopium115525	K14376
Cladocopium198254	K15192
Mcavernosa13520	K16353
Cladocopium185643	K00072
Mcavernosa03642	K03251
Cladocopium271760	K17508
Mcavernosa02577	K19202
Cladocopium207179	K13448
Cladocopium237983	K17964
Mcavernosa13858	K02176
Cladocopium397459	K01493
Cladocopium187119	K01210
Cladocopium302413	K10875
Mcavernosa14494	K10457
Mcavernosa29329	K12348
Mcavernosa20962	K21773
Cladocopium351286	K17570
Mcavernosa17998	K09494
Cladocopium159788	K08805
Mcavernosa13802	K13617
Mcavernosa28763	K17560
Mcavernosa21722	K17495
Cladocopium184549	K14312
Cladocopium114831	K18622
Cladocopium307319	K04708
Mcavernosa20678	K21956
Cladocopium114774	K08991
Mcavernosa10251	K01488
Cladocopium300178	K12823
Cladocopium81668	K03695
Cladocopium326083	K10330
Mcavernosa04092	K04612
Cladocopium208445	K07300
Cladocopium95572	K03942
Cladocopium291298	K17570
Mcavernosa00547	K04354
Cladocopium190271	K19513
Cladocopium119111	K15095
Mcavernosa01293	K05665
Cladocopium363266	K15398
Mcavernosa18693	K13187
Cladocopium215942	K19413
Cladocopium420496	K00574
Mcavernosa21297	K10640
Mcavernosa35058	K10888
Cladocopium286892	K12811
Cladocopium305535	K11824
Cladocopium204034	K09580
Cladocopium114671	K04518
Mcavernosa15961	K13864
Mcavernosa01905	K15188
Mcavernosa23953	K00699
Mcavernosa30209	K05662
Cladocopium94208	K14559
Mcavernosa30796	K16491
Mcavernosa03741	K17610
Cladocopium22956	K05665
Cladocopium161088	K00933
Cladocopium91830	K04797
Cladocopium226268	K06928
Mcavernosa30484	K16857
Mcavernosa27724	K16467
Mcavernosa15993	K06462
Mcavernosa31595	K00940
Mcavernosa07483	K14318
Cladocopium51116	K00919
Mcavernosa23995	K09632
Cladocopium117055	K04905
Cladocopium329914	K15789
Cladocopium293670	K01915
Cladocopium409561	K08800
Cladocopium263995	K03094
Cladocopium300476	K12842
Cladocopium119003	K00803
Cladocopium116549	K01379
Cladocopium113808	K05791
Cladocopium118530	K12132
Mcavernosa05248	K23282
Cladocopium38940	K01866
Cladocopium363942	K20889
Mcavernosa02664	K08596
Mcavernosa10072	K01196
Mcavernosa18983	K12831
Mcavernosa34180	K05723
Mcavernosa22434	K01253
Cladocopium298582	K14415
Cladocopium302399	K01657
Mcavernosa21923	K09309
Mcavernosa05568	K19685
Mcavernosa03352	K16458
Cladocopium180182	K03798
Cladocopium118452	K12041
Mcavernosa12906	K14079
Cladocopium239964	K13761
Cladocopium301342	K08582
Cladocopium116501	K17506
Cladocopium86958	K08857
Mcavernosa00175	K04428
Cladocopium371696	K00134
Cladocopium284049	K09571
Mcavernosa18372	K14434
Cladocopium121868	K01379
Cladocopium185579	K03320
Mcavernosa06219	K03993
Cladocopium59419	K13525
Cladocopium270674	K13577
Mcavernosa11272	K14620
Cladocopium55461	K05312
Cladocopium201903	K17943
Cladocopium288466	K17681
Cladocopium58796	K10624
Cladocopium227801	K13412
Cladocopium269744	K00476
Mcavernosa27685	K06629
Cladocopium24692	K12857
Mcavernosa27967	K03247
Cladocopium119018	K12132
Cladocopium296019	K10380
Cladocopium341477	K01354
Cladocopium163984	K08798
Cladocopium116897	K05794
Cladocopium270575	K12592
Mcavernosa14617	K22869
Cladocopium283492	K06911
Cladocopium170188	K10587
Mcavernosa16522	K18405
Mcavernosa35045	K10408
Cladocopium153071	K03164
Mcavernosa24124	K04968
Cladocopium179362	K10454
Cladocopium290007	K03083
Cladocopium404249	K01275
Cladocopium290406	K00326
Mcavernosa24467	K12161
Mcavernosa13965	K02377
Mcavernosa14668	K17341
Cladocopium46432	K14079
Mcavernosa14351	K05463
Cladocopium189411	K04611
Cladocopium33501	K10799
Cladocopium115289	K04771
Cladocopium363131	K04043
Cladocopium319024	K00002
Cladocopium165713	K00799
Cladocopium316944	K10799
Mcavernosa26493	K17307
Cladocopium215014	K15276
Cladocopium275942	K08057
Cladocopium285888	K18798
Cladocopium124360	K23029
Cladocopium43691	K21970
Cladocopium195780	K04886
Cladocopium285567	K15027
Cladocopium205341	K12573
Cladocopium123954	K03249
Cladocopium43887	K00128
Mcavernosa13282	K08790
Cladocopium111261	K02234
Mcavernosa05877	K12478
Mcavernosa05701	K10767
Mcavernosa15139	K14411
Mcavernosa10426	K04874
Mcavernosa12173	K08883
Cladocopium242315	K03737
Mcavernosa07169	K09608
Cladocopium280057	K17586
Cladocopium198321	K04460
Mcavernosa00190	K11667
Cladocopium278908	K23025
Mcavernosa20151	K05357
Mcavernosa01095	K03505
Mcavernosa01808	K16506
Cladocopium184368	K08844
Cladocopium114432	K13412
Cladocopium113509	K11886
Mcavernosa03300	K06269
